HJD,Detr_Norm_Flux
2454978.570557,1.000063
2454978.590991,0.999881
2454978.611426,0.999746
2454978.631860,0.999982
2454978.652295,1.000066
2454978.672729,1.000154
2454978.693163,0.999860
2454978.713598,0.999893
2454978.734032,0.999978
2454978.754467,1.000078
2454978.774901,0.999986
2454978.795336,0.999716
2454978.815770,0.999943
2454978.836204,0.999862
2454978.856639,0.999915
2454978.877073,0.999920
2454978.897508,1.000026
2454978.917942,0.999977
2454978.938377,0.999834
2454978.958811,0.999981
2454978.979245,0.999994
2454978.999680,0.999959
2454979.020114,0.999900
2454979.040549,0.999901
2454979.060983,0.999993
2454979.081418,0.999830
2454979.101852,0.999985
2454979.122287,0.999901
2454979.142721,1.000012
2454979.163155,0.999915
2454979.183590,1.000220
2454979.204024,0.999994
2454979.224459,1.000135
2454979.244893,0.999969
2454979.265328,0.999849
2454979.285762,1.000235
2454979.306197,1.000239
2454979.347065,0.999989
2454979.367500,0.999931
2454979.387934,0.999895
2454979.408369,0.999913
2454979.428803,0.999995
2454979.449238,1.000076
2454979.469672,0.999937
2454979.490106,0.999774
2454979.510541,0.999989
2454979.530975,0.999862
2454979.551410,1.000009
2454979.571844,1.000190
2454979.592279,1.000111
2454979.612713,1.000176
2454979.633147,1.000195
2454979.653582,0.999973
2454979.674016,1.000098
2454979.694451,1.000025
2454979.714885,1.000016
2454979.735320,0.999920
2454979.755754,1.000015
2454979.776188,1.000005
2454979.796623,0.999921
2454979.817057,0.999979
2454979.837492,0.999867
2454979.857926,0.999975
2454979.878361,0.999995
2454979.898795,0.999765
2454979.919230,1.000037
2454979.939664,1.000042
2454979.960098,0.999849
2454979.980533,1.000105
2454980.000967,0.999956
2454980.021402,0.999897
2454980.041836,0.999954
2454980.062271,0.999840
2454980.082705,0.999773
2454980.103139,0.999905
2454980.123574,0.999983
2454980.144008,1.000009
2454980.164443,1.000063
2454980.184877,0.999982
2454980.205312,0.999968
2454980.225746,0.999941
2454980.246181,1.000124
2454980.266615,0.999916
2454980.287049,1.000060
2454980.307484,0.999917
2454980.327918,1.000115
2454980.348353,1.000159
2454980.368787,1.000035
2454980.389222,0.999924
2454980.409656,1.000030
2454980.430090,0.999914
2454980.450525,0.999894
2454980.470959,0.999916
2454980.491394,0.999986
2454980.511828,0.999924
2454980.532263,1.000068
2454980.552697,0.999991
2454980.573131,1.000017
2454980.593566,1.000128
2454980.614000,0.999974
2454980.634435,1.000046
2454980.654869,0.999862
2454980.675304,0.999897
2454980.695738,0.999881
2454980.716172,0.999993
2454980.736607,1.000051
2454980.757041,1.000046
2454980.777476,1.000087
2454980.797910,1.000118
2454980.818345,0.999989
2454980.838779,1.000016
2454980.859213,0.999939
2454980.879648,0.999986
2454980.900082,0.999989
2454980.920517,0.999912
2454980.940951,0.999908
2454980.961386,0.999864
2454980.981820,0.999962
2454981.002255,0.999835
2454981.022689,1.000042
2454981.043124,0.999863
2454981.063558,0.999980
2454981.083992,1.000007
2454981.104427,1.000119
2454981.124861,0.999954
2454981.145296,0.999880
2454981.165730,0.999859
2454981.186164,1.000127
2454981.206599,0.999879
2454981.227033,1.000029
2454981.247468,0.999832
2454981.267902,0.999905
2454981.288337,0.999967
2454981.308771,0.999922
2454981.329206,0.999956
2454981.349640,1.000036
2454981.370074,1.000043
2454981.390509,0.999963
2454981.410943,1.000014
2454981.431378,0.999705
2454981.451812,0.999973
2454981.472247,0.999900
2454981.492681,1.000116
2454981.513115,0.999917
2454981.533550,1.000132
2454981.553984,0.999801
2454981.574419,0.999995
2454981.594853,0.999854
2454981.615288,0.999935
2454981.635722,1.000018
2454981.656156,0.999910
2454981.676591,0.999935
2454981.697025,0.999864
2454981.717460,1.000163
2454981.737894,0.999855
2454981.758329,0.999825
2454981.778763,0.999958
2454981.799198,1.000037
2454981.819632,1.000025
2454981.840066,0.996308
2454981.860501,0.993750
2454981.880935,0.993066
2454981.901370,0.992927
2454981.921804,0.992659
2454981.942239,0.992615
2454981.962673,0.992633
2454981.983107,0.993092
2454982.003542,0.993660
2454982.023976,0.996186
2454982.044411,0.999806
2454982.064845,0.999883
2454982.085280,0.999989
2454982.105714,1.000092
2454982.126149,0.999944
2454982.146583,0.999947
2454982.167017,0.999947
2454982.187452,0.999853
2454982.207886,1.000034
2454982.228321,0.999922
2454982.248755,0.999780
2454982.269190,0.999895
2454982.289624,0.999997
2454982.330493,1.000034
2454982.350927,1.000116
2454982.391796,0.999957
2454982.412231,0.999988
2454982.432665,0.999840
2454982.453099,0.999922
2454982.473534,1.000200
2454982.493968,1.000050
2454982.514403,1.000061
2454982.534837,1.000038
2454982.555272,0.999900
2454982.575706,0.999885
2454982.596140,0.999860
2454982.616575,1.000064
2454982.637009,1.000033
2454982.657444,0.999959
2454982.677878,1.000073
2454982.698313,1.000146
2454982.718747,0.999967
2454982.739182,1.000027
2454982.759616,1.000017
2454982.780050,1.000086
2454982.800485,1.000025
2454982.820919,0.999789
2454982.841354,0.999997
2454982.861788,1.000023
2454982.902657,1.000045
2454982.923091,1.000070
2454982.943526,1.000160
2454982.963960,0.999960
2454982.984395,0.999927
2454983.004829,0.999933
2454983.025264,1.000072
2454983.045698,1.000005
2454983.066133,0.999979
2454983.086567,0.999985
2454983.107001,1.000131
2454983.127436,0.999987
2454983.147870,0.999852
2454983.168305,0.999881
2454983.188739,1.000032
2454983.209174,0.999979
2454983.229608,0.999879
2454983.250042,0.999926
2454983.270477,1.000181
2454983.290911,0.999916
2454983.311346,0.999898
2454983.331780,0.999704
2454983.352214,0.999802
2454983.372649,0.999785
2454983.393083,0.999902
2454983.413518,1.000023
2454983.433952,0.999877
2454983.454387,0.999971
2454983.474821,0.999836
2454983.495256,1.000020
2454983.515690,0.999894
2454983.536125,0.999889
2454983.556559,0.999976
2454983.576993,1.000091
2454983.597428,0.999882
2454983.617862,0.999888
2454983.638297,0.999904
2454983.658731,0.999964
2454983.679165,1.000012
2454983.699600,0.999954
2454983.720034,0.999930
2454983.740469,0.999930
2454983.760903,0.999963
2454983.781338,1.000033
2454983.801772,0.999928
2454983.822207,0.999877
2454983.842641,1.000027
2454983.863076,0.999944
2454983.883510,1.000106
2454983.903944,0.999999
2454983.924379,1.000077
2454983.944813,1.000060
2454983.965248,0.999982
2454983.985682,1.000058
2454984.006116,1.000169
2454984.026551,1.000204
2454984.046985,1.000161
2454984.067420,1.000072
2454984.087854,0.999888
2454984.108289,1.000041
2454984.128723,0.999915
2454984.149157,0.999891
2454984.169592,0.999938
2454984.190026,0.999906
2454984.210461,0.999939
2454984.230895,1.000010
2454984.251330,1.000096
2454984.271764,0.999777
2454984.292199,0.999895
2454984.312633,0.999818
2454984.333067,0.999855
2454984.353502,0.999945
2454984.373936,1.000038
2454984.394371,1.000074
2454984.414805,0.999636
2454984.435240,0.999972
2454984.455674,0.999650
2454984.476108,1.000033
2454984.496543,0.999894
2454984.516977,1.000059
2454984.537412,1.000157
2454984.557846,1.000010
2454984.578281,0.999912
2454984.598715,0.999885
2454984.619150,0.999761
2454984.639584,0.999924
2454984.660018,0.999696
2454984.680453,1.000216
2454984.700887,1.000009
2454984.721322,0.999828
2454984.741756,1.000123
2454984.762191,1.000093
2454984.782625,0.999911
2454984.803059,0.999895
2454984.823494,0.999953
2454984.843928,1.000037
2454984.864363,0.999836
2454984.884797,0.999917
2454984.905232,0.999990
2454984.925666,1.000208
2454984.946100,0.999951
2454984.966535,0.999853
2454984.986969,0.999916
2454985.007404,0.999968
2454985.027838,0.999977
2454985.048273,1.000014
2454985.068707,1.000232
2454985.089141,0.999976
2454985.109576,0.999918
2454985.130010,0.999837
2454985.150445,1.000196
2454985.170879,1.000092
2454985.191314,0.999794
2454985.211748,0.999803
2454985.232183,1.000038
2454985.252617,0.999809
2454985.273051,0.999872
2454985.313920,1.000045
2454985.334355,0.999948
2454985.354789,1.000000
2454985.375224,1.000046
2454985.395658,0.999976
2454985.416092,1.000084
2454985.436527,1.000080
2454985.456961,1.000255
2454985.477396,1.000162
2454985.497830,1.000062
2454985.518265,0.999952
2454985.538699,0.999884
2454985.559134,1.000020
2454985.579568,0.999824
2454985.600002,1.000104
2454985.620437,0.999946
2454985.640871,1.000092
2454985.661306,0.999820
2454985.681740,1.000111
2454985.702175,1.000130
2454985.722609,1.000055
2454985.743043,0.999820
2454985.763478,0.999925
2454985.783912,0.999945
2454985.804347,0.999990
2454985.824781,0.999944
2454985.845216,0.999991
2454985.865650,0.999991
2454985.886084,1.000010
2454985.906519,0.999980
2454985.926953,1.000056
2454985.947388,1.000165
2454985.967822,1.000047
2454985.988257,0.999939
2454986.008691,1.000233
2454986.029125,1.000253
2454986.049560,1.000052
2454986.069994,0.999948
2454986.090429,0.999781
2454986.110863,0.999851
2454986.131298,0.999896
2454986.151732,0.999897
2454986.172166,1.000170
2454986.192601,0.999863
2454986.213035,0.999785
2454986.233470,0.999990
2454986.253904,0.999819
2454986.274339,1.000094
2454986.294773,0.999844
2454986.315208,0.999819
2454986.335642,0.999882
2454986.356076,1.000101
2454986.376511,0.999946
2454986.396945,0.999916
2454986.417380,1.000026
2454986.437814,1.000076
2454986.458249,0.999872
2454986.478683,0.999855
2454986.499118,0.999982
2454986.519552,0.999870
2454986.539986,1.000185
2454986.560421,1.000015
2454986.580855,1.000069
2454986.601290,0.999909
2454986.621724,0.999846
2454986.642159,0.999951
2454986.662593,1.000094
2454986.683027,1.000039
2454986.703462,0.999868
2454986.723896,0.996634
2454986.744331,0.993635
2454986.764765,0.992994
2454986.785200,0.992711
2454986.805634,0.992624
2454986.826068,0.992685
2454986.846503,0.992687
2454986.866937,0.992922
2454986.887372,0.993847
2454986.907806,0.995800
2454986.928241,0.999751
2454986.948675,0.999916
2454986.969109,0.999906
2454986.989544,1.000188
2454987.009978,0.999885
2454987.030413,0.999948
2454987.050847,0.999933
2454987.071282,1.000016
2454987.091716,1.000247
2454987.112151,1.000028
2454987.132585,1.000161
2454987.153019,1.000038
2454987.173454,1.000007
2454987.193888,0.999925
2454987.214323,0.999916
2454987.234757,0.999993
2454987.255192,1.000002
2454987.275626,1.000009
2454987.296060,0.999802
2454987.316495,0.999879
2454987.336929,1.000134
2454987.357364,0.999883
2454987.377798,0.999878
2454987.398233,0.999978
2454987.418667,0.999965
2454987.459536,0.999930
2454987.479970,1.000001
2454987.500405,0.999669
2454987.520839,0.999977
2454987.541274,1.000166
2454987.561708,0.999998
2454987.582143,0.999968
2454987.602577,0.999997
2454987.623011,1.000016
2454987.643446,1.000074
2454987.663880,0.999973
2454987.684315,1.000044
2454987.704749,0.999866
2454987.725184,1.000034
2454987.745618,0.999961
2454987.766052,0.999891
2454987.786487,1.000083
2454987.806921,0.999893
2454987.827356,1.000053
2454987.847790,0.999909
2454987.868225,0.999830
2454987.888659,0.999937
2454987.909094,0.999933
2454987.929528,0.999895
2454987.949962,1.000081
2454987.970397,1.000097
2454987.990831,1.000024
2454988.011266,0.999941
2454988.031700,1.000052
2454988.052135,0.999960
2454988.072569,1.000093
2454988.093003,1.000052
2454988.113438,0.999800
2454988.133872,0.999977
2454988.154307,1.000201
2454988.174741,1.000177
2454988.195176,0.999973
2454988.215610,0.999872
2454988.236044,1.000013
2454988.256479,0.999830
2454988.297348,1.000017
2454988.317782,0.999909
2454988.338217,0.999944
2454988.358651,0.999994
2454988.379085,0.999916
2454988.399520,0.999865
2454988.419954,1.000138
2454988.440389,0.999833
2454988.460823,0.999806
2454988.481258,0.999781
2454988.501692,0.999873
2454988.522126,0.999862
2454988.542561,1.000063
2454988.562995,0.999751
2454988.583430,1.000039
2454988.603864,1.000082
2454988.624299,1.000231
2454988.644733,0.999915
2454988.665168,0.999893
2454988.685602,1.000091
2454988.706036,1.000118
2454988.726471,1.000100
2454988.746905,0.999892
2454988.767340,1.000089
2454988.787774,0.999826
2454988.808209,0.999797
2454988.828643,0.999905
2454988.849077,1.000031
2454988.869512,0.999982
2454988.889946,1.000067
2454988.910381,1.000084
2454988.930815,1.000025
2454988.951250,0.999830
2454988.971684,1.000188
2454988.992119,0.999926
2454989.012553,1.000016
2454989.032987,0.999902
2454989.053422,1.000167
2454989.073856,1.000180
2454989.094291,1.000157
2454989.114725,1.000053
2454989.135160,0.999932
2454989.155594,0.999975
2454989.176028,0.999958
2454989.196463,1.000030
2454989.216897,1.000260
2454989.237332,0.999906
2454989.257766,1.000060
2454989.278201,0.999883
2454989.298635,0.999949
2454989.319069,0.999846
2454989.339504,0.999937
2454989.359938,0.999881
2454989.380373,1.000055
2454989.400807,1.000052
2454989.421242,1.000098
2454989.441676,1.000101
2454989.462110,1.000013
2454989.482545,0.999936
2454989.502979,0.999934
2454989.523414,0.999976
2454989.543848,0.999895
2454989.564283,1.000105
2454989.584717,0.999891
2454989.605152,0.999797
2454989.625586,0.999694
2454989.646020,0.999947
2454989.666455,0.999849
2454989.686889,0.999820
2454989.707324,0.999886
2454989.727758,0.999844
2454989.748193,0.999939
2454989.768627,1.000032
2454989.789061,0.999919
2454989.809496,1.000184
2454989.829930,0.999953
2454989.850365,0.999893
2454989.870799,0.999966
2454989.891234,0.999935
2454989.911668,1.000066
2454989.932103,1.000060
2454989.952537,1.000012
2454989.972971,0.999911
2454989.993406,1.000136
2454990.013840,0.999916
2454990.034275,0.999980
2454990.054709,0.999977
2454990.075144,1.000033
2454990.095578,0.999853
2454990.116012,1.000001
2454990.136447,0.999989
2454990.156881,0.999966
2454990.177316,1.000068
2454990.197750,1.000015
2454990.218185,0.999965
2454990.238619,0.999931
2454990.259053,1.000018
2454990.279488,0.999906
2454990.299922,1.000065
2454990.320357,1.000029
2454990.340791,0.999838
2454990.361226,1.000178
2454990.381660,1.000020
2454990.402095,0.999840
2454990.422529,0.999996
2454990.442963,0.999964
2454990.463398,1.000056
2454990.483832,0.999934
2454990.504267,1.000060
2454990.524701,1.000020
2454990.545135,0.999950
2454990.565570,1.000011
2454990.586004,0.999928
2454990.606439,0.999918
2454990.626873,1.000070
2454990.647308,1.000026
2454990.667742,0.999887
2454990.688177,0.999921
2454990.708611,1.000282
2454990.729046,0.999801
2454990.749480,0.999903
2454990.769914,0.999941
2454990.790349,0.999931
2454990.810783,0.999876
2454990.831218,1.000289
2454990.851652,0.999898
2454990.872086,1.000070
2454990.892521,1.000051
2454990.912955,0.999950
2454990.933390,0.999987
2454990.953824,0.999981
2454990.974259,0.999823
2454990.994693,1.000036
2454991.015128,0.999747
2454991.035562,1.000014
2454991.055996,1.000078
2454991.076431,0.999984
2454991.096865,0.999945
2454991.117300,1.000101
2454991.137734,0.999994
2454991.158169,1.000128
2454991.178603,0.999968
2454991.199037,0.999838
2454991.219472,0.999881
2454991.239906,0.999740
2454991.280775,0.999932
2454991.301210,1.000060
2454991.321644,0.999905
2454991.342078,0.999790
2454991.362513,1.000095
2454991.382947,1.000094
2454991.403382,1.000240
2454991.423816,0.999948
2454991.444251,1.000014
2454991.464685,1.000100
2454991.485120,1.000021
2454991.505554,0.999904
2454991.525988,0.999918
2454991.546423,0.999963
2454991.566857,0.999855
2454991.587292,1.000050
2454991.607726,0.997190
2454991.628161,0.994113
2454991.648595,0.993246
2454991.669030,0.992830
2454991.689464,0.992576
2454991.709898,0.992637
2454991.730333,0.992728
2454991.750767,0.993095
2454991.771202,0.993681
2454991.791636,0.995459
2454991.812071,0.999411
2454991.832505,1.000138
2454991.852939,1.000211
2454991.873374,0.999955
2454991.893808,1.000055
2454991.914243,0.999955
2454991.934677,0.999926
2454991.955112,1.000011
2454991.975546,1.000031
2454991.995980,0.999874
2454992.016415,0.999918
2454992.036849,0.999856
2454992.057284,1.000044
2454992.077718,0.999742
2454992.098153,1.000002
2454992.118587,0.999995
2454992.139021,0.999988
2454992.159456,1.000103
2454992.179890,1.000067
2454992.200325,0.999865
2454992.220759,1.000037
2454992.241194,1.000027
2454992.261628,0.999829
2454992.282062,1.000120
2454992.302497,1.000046
2454992.322931,0.999980
2454992.343366,0.999964
2454992.363800,0.999933
2454992.384235,1.000116
2454992.404669,0.999831
2454992.425104,1.000080
2454992.445538,0.999956
2454992.465972,0.999804
2454992.486407,1.000163
2454992.506841,1.000060
2454992.527276,0.999953
2454992.547710,0.999969
2454992.568145,1.000112
2454992.588579,0.999910
2454992.609013,0.999835
2454992.629448,1.000133
2454992.649882,1.000007
2454992.670317,0.999969
2454992.690751,0.999916
2454992.711186,0.999917
2454992.731620,0.999934
2454992.752054,1.000034
2454992.772489,1.000027
2454992.792923,0.999921
2454992.813358,0.999875
2454992.833792,1.000031
2454992.854227,0.999769
2454992.874661,0.999979
2454992.895095,0.999786
2454992.915530,0.999820
2454992.935964,1.000055
2454992.956399,0.999982
2454992.976833,0.999861
2454992.997268,0.999910
2454993.017702,0.999922
2454993.038137,0.999976
2454993.058571,0.999970
2454993.079005,0.999965
2454993.099440,0.999983
2454993.119874,1.000254
2454993.140309,0.999963
2454993.160743,0.999768
2454993.181178,1.000044
2454993.201612,0.999898
2454993.222047,1.000105
2454993.242481,1.000171
2454993.262915,0.999992
2454993.283350,1.000097
2454993.303784,1.000047
2454993.324219,1.000018
2454993.344653,0.999984
2454993.365088,1.000055
2454993.385522,0.999885
2454993.426391,0.999975
2454993.446825,1.000118
2454993.467260,1.000067
2454993.487694,0.999948
2454993.508129,0.999868
2454993.528563,0.999941
2454993.548997,0.999743
2454993.569432,0.999880
2454993.589866,1.000044
2454993.610301,0.999918
2454993.630735,0.999836
2454993.651170,0.999890
2454993.671604,0.999915
2454993.692038,1.000021
2454993.712473,1.000114
2454993.732907,1.000053
2454993.753342,1.000077
2454993.773776,0.999941
2454993.794211,0.999990
2454993.814645,0.999947
2454993.835079,1.000195
2454993.855514,1.000040
2454993.875948,0.999959
2454993.896383,1.000061
2454993.916817,1.000084
2454993.937252,1.000075
2454993.957686,1.000003
2454993.978121,1.000102
2454993.998555,1.000125
2454994.018989,1.000074
2454994.039424,0.999969
2454994.059858,0.999880
2454994.080293,1.000019
2454994.100727,0.999784
2454994.121162,0.999896
2454994.141596,0.999804
2454994.162030,0.999902
2454994.182465,0.999916
2454994.202899,0.999808
2454994.223334,0.999963
2454994.264203,1.000174
2454994.284637,0.999963
2454994.305072,0.999900
2454994.325506,0.999971
2454994.345940,1.000036
2454994.366375,0.999953
2454994.386809,0.999995
2454994.407244,1.000063
2454994.427678,0.999972
2454994.448113,1.000059
2454994.468547,0.999882
2454994.488981,1.000179
2454994.509416,0.999775
2454994.529850,0.999927
2454994.550285,0.999971
2454994.570719,1.000313
2454994.591154,0.999955
2454994.611588,0.999946
2454994.632022,0.999704
2454994.652457,0.999974
2454994.672891,0.999944
2454994.693326,0.999867
2454994.713760,1.000081
2454994.734195,0.999975
2454994.754629,0.999912
2454994.775064,0.999939
2454994.795498,1.000112
2454994.815932,1.000129
2454994.836367,1.000035
2454994.856801,1.000119
2454994.877236,0.999960
2454994.897670,0.999969
2454994.918105,0.999941
2454994.938539,0.999964
2454994.958973,0.999934
2454994.979408,1.000066
2454994.999842,1.000066
2454995.020277,1.000085
2454995.040711,0.999832
2454995.061146,0.999885
2454995.081580,1.000062
2454995.102015,0.999975
2454995.122449,1.000008
2454995.142883,0.999934
2454995.163318,0.999882
2454995.183752,0.999971
2454995.204187,0.999852
2454995.224621,1.000002
2454995.245056,1.000081
2454995.265490,1.000148
2454995.285924,0.999830
2454995.306359,1.000023
2454995.326793,0.999841
2454995.347228,1.000140
2454995.367662,1.000116
2454995.388097,0.999848
2454995.408531,1.000019
2454995.428965,0.999767
2454995.449400,0.999844
2454995.469834,1.000181
2454995.490269,1.000012
2454995.510703,0.999964
2454995.531137,0.999923
2454995.551571,0.999931
2454995.572006,1.000112
2454995.592440,0.999954
2454995.612875,0.999927
2454995.633309,0.999912
2454995.653744,0.999970
2454995.674178,0.999896
2454995.694613,0.999927
2454995.715047,0.999906
2454995.735481,0.999843
2454995.755916,0.999948
2454995.776350,1.000001
2454995.796785,0.999825
2454995.817219,0.999957
2454995.837654,1.000054
2454995.858088,1.000040
2454995.878522,0.999910
2454995.898957,0.999966
2454995.919391,0.999992
2454995.939826,1.000133
2454995.960260,1.000064
2454995.980695,1.000073
2454996.001129,0.999884
2454996.021563,0.999903
2454996.041998,0.999775
2454996.062432,0.999946
2454996.082867,0.999873
2454996.103301,1.000052
2454996.123736,1.000103
2454996.144170,1.000046
2454996.164604,0.999988
2454996.185039,1.000152
2454996.205473,0.999976
2454996.225908,0.999975
2454996.246342,0.999991
2454996.266777,0.999836
2454996.287211,0.999594
2454996.307646,0.999922
2454996.328080,0.999750
2454996.348514,0.999887
2454996.368949,1.000033
2454996.389383,0.999746
2454996.409818,0.999928
2454996.430252,0.999989
2454996.450686,0.999850
2454996.471121,1.000053
2454996.491555,0.997513
2454996.511990,0.993951
2454996.532424,0.993104
2454996.552859,0.992763
2454996.573293,0.992525
2454996.593728,0.992542
2454996.614162,0.992582
2454996.634597,0.992976
2454996.655031,0.993249
2454996.675465,0.994997
2454996.695900,0.999556
2454996.716334,0.999959
2454996.736769,1.000021
2454996.757203,1.000158
2454996.777638,0.999929
2454996.798072,0.999905
2454996.818506,1.000124
2454996.838941,0.999919
2454996.859375,0.999838
2454996.879810,0.999978
2454996.900244,0.999950
2454996.920679,0.999967
2454996.941113,0.999975
2454996.961547,0.999948
2454996.981982,1.000030
2454997.002416,0.999983
2454997.022851,0.999893
2454997.043285,0.999935
2454997.063720,0.999921
2454997.084154,0.999792
2454997.104589,0.999717
2454997.125023,0.999977
2454997.145457,0.999945
2454997.165892,1.000095
2454997.186326,1.000033
2454997.206761,0.999905
2454997.247629,0.999902
2454997.268064,1.000167
2454997.288498,1.000144
2454997.308933,1.000105
2454997.329367,0.999901
2454997.349802,0.999907
2454997.370236,1.000057
2454997.390671,1.000112
2454997.411105,1.000000
2454997.431539,1.000114
2454997.451974,0.999861
2454997.472408,1.000033
2454997.492843,1.000012
2454997.513277,0.999788
2454997.533712,1.000058
2454997.554146,1.000086
2454997.574580,0.999990
2454997.595015,0.999866
2454997.615449,0.999662
2454997.635884,0.999923
2454997.656318,0.999903
2454997.676753,1.000005
2454997.697187,0.999942
2454997.717622,0.999998
2454997.738056,0.999856
2454997.758490,0.999858
2454997.778925,0.999888
2454997.799359,1.000084
2454997.819794,1.000028
2454997.840228,0.999918
2454997.860663,0.999984
2454997.881097,0.999980
2454997.901531,1.000036
2454997.921966,0.999916
2454997.942400,0.999862
2454997.962835,0.999869
2454997.983269,0.999975
