ANO;MES;DIA;HORA;TempAr
2009;5;133;1500;28,5
2009;5;134;0;28,5
2009;5;134;900;22
2009;5;134;600;25
2009;5;134;300;25,5
2009;5;134;1200;26,5
2009;5;134;2100;34,5
2009;5;134;1800;33
2009;5;134;1500;30,5
2009;5;135;0;22,5
2009;5;135;900;23
2009;5;135;600;22,5
2009;5;135;300;24,5
2009;5;135;1200;26
2009;5;135;2100;34
2009;5;135;1800;33
2009;5;135;1500;30,5
2009;5;135;0;22
2009;5;136;900;22,5
2009;5;136;600;23,5
2009;5;136;300;26
2009;5;136;1200;26,5
2009;5;136;2100;32
2009;5;136;1800;33
2009;5;136;1500;30,5
2009;5;136;0;21,5
2009;5;137;900;21,5
2009;5;137;600;23,5
2009;5;137;300;25,5
2009;5;137;1200;25,5
2009;5;137;2100;33,5
2009;5;137;1800;32
2009;5;137;1500;31
2009;5;137;0;22
2009;5;137;900;22
2009;5;138;600;23,5
2009;5;138;300;24
2009;5;138;1200;25,5
2009;5;138;2100;30,5
2009;5;138;1800;32,5
2009;5;138;1500;30
2009;5;138;0;21,5
2009;5;138;900;22
2009;5;139;600;23,5
2009;5;139;300;24
2009;5;139;1200;26
2009;5;139;2100;33,5
2009;5;139;1800;33,5
2009;5;139;1500;33,5
2009;5;139;0;22
2009;5;139;900;22
2009;5;140;600;22
2009;5;140;300;22,5
2009;5;140;1200;24
2009;5;140;2100;27
2009;5;140;1800;33,5
2009;5;140;1500;30,5
2009;5;140;0;21,5
2009;5;140;900;22
2009;5;140;600;23
2009;5;141;300;24,5
2009;5;141;1200;26
2009;5;141;2100;25
2009;5;141;1800;24,5
2009;5;141;1500;24
2009;5;141;0;22,5
2009;5;141;900;21,5
2009;5;141;600;21,5
2009;5;142;300;21,5
2009;5;142;1200;22
2009;5;142;2100;26
2009;5;142;1800;24
2009;5;142;1500;21
2009;5;142;0;19,5
2009;5;142;900;19,5
2009;5;142;600;20
2009;5;143;300;20
2009;5;143;1200;22
2009;5;143;2100;22
2009;5;143;1800;22
2009;5;143;1500;21,5
2009;5;143;0;20
2009;5;143;900;20
2009;5;143;600;20
2009;5;143;300;20
2009;5;144;1200;21
2009;6;144;2100;18,5
2009;6;144;1800;17,5
2009;6;144;1500;16
2009;6;144;0;15,5
2009;6;144;900;15,5
2009;6;144;600;16,5
2009;6;144;300;16,5
2009;6;145;1200;18,5
2009;6;145;2100;22,5
2009;6;145;1800;22,5
2009;6;145;1500;20
2009;6;145;0;16,5
2009;6;145;900;16,5
2009;6;145;600;17
2009;6;145;300;16,5
2009;6;145;1200;16
2009;6;146;2100;24
2009;6;146;1800;23
2009;6;146;1500;20
2009;6;146;0;13,5
2009;6;146;900;15
2009;6;146;600;16,5
2009;6;146;300;18,5
2009;6;146;1200;19,5
2009;6;147;2100;31,5
2009;6;147;1800;28
2009;6;147;1500;22
2009;6;147;0;11,5
2009;6;147;900;11,5
2009;6;147;600;13
2009;6;147;300;15
2009;6;147;1200;16,5
2009;6;148;2100;34
2009;6;148;1800;32,5
2009;6;148;1500;29
2009;6;148;0;16
2009;6;148;900;16
2009;6;148;600;17,5
2009;6;148;300;21
2009;6;148;1200;21,5
2009;6;148;2100;30
2009;6;149;1800;29,5
2009;6;149;1500;26
2009;6;149;0;18,5
2009;6;149;900;18,5
2009;6;149;600;21,5
2009;6;149;300;23,5
2009;6;149;1200;26
2009;6;149;2100;31,5
2009;6;150;1800;29
2009;6;150;1500;24
2009;6;150;0;18,5
2009;6;150;900;20
2009;6;150;600;20
2009;6;150;300;23
2009;6;150;1200;24,5
2009;6;150;2100;32
2009;6;151;1800;31,5
2009;6;151;1500;26,5
2009;6;151;0;17,5
2009;6;151;900;17,5
2009;6;151;600;19
2009;6;151;300;21,5
2009;6;151;1200;23
2009;6;151;2100;32,5
2009;6;151;1800;32,5
2009;6;152;1500;27,5
2009;6;152;0;16,5
2009;6;152;900;17
2009;6;152;600;18,5
2009;6;152;300;22
2009;6;152;1200;23,5
2009;6;152;2100;30
2009;6;152;1800;30,5
2009;6;153;1500;29
2009;6;153;0;19
2009;6;153;900;19,5
2009;6;153;600;21
2009;6;153;300;21
2009;6;153;1200;24
2009;6;153;2100;26
2009;6;153;1800;27
2009;6;153;1500;23,5
2009;6;154;0;21
2009;6;154;900;21,5
2009;6;154;600;23,5
2009;6;154;300;24
2009;6;154;1200;25
2009;6;154;2100;21
2009;6;154;1800;20,5
2009;6;154;1500;17,5
2009;6;155;0;16,5
2009;6;155;900;19
2009;6;155;600;21
2009;6;155;300;21,5
2009;6;155;1200;23,5
2009;6;155;2100;21,5
2009;6;155;1800;21,5
2009;6;155;1500;21
2009;6;156;0;18
2009;6;156;900;17,5
2009;6;156;600;18
2009;6;156;300;18,5
2009;6;156;1200;19,5
2009;6;156;2100;32,5
2009;6;156;1800;32
2009;6;156;1500;25
2009;6;156;0;18,5
2009;6;157;900;18,5
2009;6;157;600;19
2009;6;157;300;19
2009;6;157;1200;20,5
2009;6;157;2100;33
2009;6;157;1500;29
2009;6;157;0;20,5
2009;6;157;900;20
2009;6;158;600;20
2009;6;158;300;22,5
2009;6;158;2100;23
2009;6;158;1800;24,5
2009;6;158;900;22,5
2009;6;158;300;24
2009;6;158;1200;25,5
2009;6;158;2100;21,5
2009;6;158;1800;26,5
2009;6;159;1500;24,5
2009;6;159;0;19
2009;6;159;900;19,5
2009;6;159;600;20,5
2009;6;159;300;20,5
2009;6;159;1200;21,5
2009;6;159;2100;29
2009;6;159;1500;25
2009;6;160;0;18
2009;6;160;900;18
2009;6;160;600;20,5
2009;6;160;300;20,5
2009;6;160;1200;20,5
2009;6;160;2100;33,5
2009;6;160;1800;33
2009;6;160;1500;29,5
2009;6;161;0;19,5
2009;6;161;600;22
2009;6;161;300;23,5
2009;6;161;1200;24,5
2009;6;161;1800;33,5
2009;6;161;1500;30,5
2009;6;161;0;19
2009;6;161;900;23,5
2009;6;161;600;20
2009;6;162;300;22
2009;6;162;1200;24
2009;6;162;2100;33,5
2009;6;162;1800;33,5
2009;6;162;1500;30,5
2009;6;162;0;19,5
2009;6;162;900;20
2009;6;162;600;22
2009;6;163;300;22
2009;6;163;1200;24,5
2009;6;163;1800;33
2009;6;163;1500;29
2009;6;163;0;20,5
2009;6;163;900;21
2009;6;163;600;23
2009;6;163;2100;33,5
2009;6;164;1800;32,5
2009;6;164;1500;29,5
2009;6;164;900;19,5
2009;6;164;600;21
2009;6;164;2100;20
2009;6;164;1800;20
2009;6;164;1500;19,5
2009;6;164;0;20,5
2009;6;164;600;20
2009;6;165;300;22,5
2009;6;165;1200;22,5
2009;6;165;2100;22
2009;6;165;1800;20
2009;6;165;1500;18
2009;6;165;0;16,5
2009;6;165;900;17
2009;6;165;600;17,5
2009;6;166;300;18
2009;6;166;1200;19
2009;6;166;1500;20
2009;6;166;0;18,5
2009;6;166;900;18,5
2009;6;166;600;19
2009;6;166;300;19,5
2009;6;166;1200;19,5
2009;6;166;2100;27
2009;6;167;1800;24
2009;6;167;1500;22
2009;6;167;0;22
2009;6;167;900;20,5
2009;6;167;300;21
2009;6;167;1200;21,5
2009;6;167;2100;33,5
2009;6;167;1800;32
2009;6;168;0;18
2009;6;168;900;18
2009;6;168;600;19,5
2009;6;168;300;19,5
2009;6;168;1200;22
2009;6;168;2100;33,5
2009;6;168;1800;33
2009;6;168;1500;33
2009;6;169;0;19
2009;6;169;900;20
2009;6;169;600;21,5
2009;6;169;300;22,5
2009;6;169;1200;24
2009;6;169;2100;33,5
2009;6;169;1800;32
2009;6;169;0;19,5
2009;6;169;900;19,5
2009;6;170;600;20,5
2009;6;170;300;23,5
2009;6;170;1200;24,5
2009;7;170;2100;34,5
2009;7;170;1800;34
2009;7;170;1500;30
2009;7;170;0;19,5
2009;7;170;900;20
2009;7;171;600;21
2009;7;171;300;25
2009;7;171;1200;26
2009;7;171;2100;34,5
2009;7;171;1800;33,5
2009;7;171;1500;28,5
2009;7;171;0;20
2009;7;171;900;19
2009;7;171;600;20,5
2009;7;172;300;22,5
2009;7;172;1200;25
2009;7;172;2100;33
2009;7;172;1800;33,5
2009;7;172;1500;29,5
2009;7;172;0;19,5
2009;7;172;900;20
2009;7;172;600;20,5
2009;7;173;300;25,5
2009;7;173;1200;25
2009;7;173;2100;32,5
2009;7;173;1800;33
2009;7;173;1500;28,5
2009;7;173;0;17
2009;7;173;900;17,5
2009;7;173;600;19,5
2009;7;174;300;24,5
2009;7;174;1200;24
2009;7;174;2100;33,5
2009;7;174;1800;33
2009;7;174;1500;33
2009;7;174;0;19
2009;7;174;900;18,5
2009;7;174;600;19
2009;7;174;300;24,5
2009;7;175;1200;23
2009;7;175;2100;35
2009;7;175;1800;33,5
2009;7;175;1500;29,5
2009;7;175;0;19
2009;7;175;900;19,5
2009;7;175;600;21
2009;7;175;300;23
2009;7;176;1200;24,5
2009;7;176;2100;34,5
2009;7;176;1800;33,5
2009;7;176;1500;29
2009;7;176;0;20
2009;7;176;900;19,5
2009;7;176;600;20,5
2009;7;176;300;25,5
2009;7;177;1200;25
2009;7;177;2100;33
2009;7;177;1800;33
2009;7;177;1500;26,5
2009;7;177;0;19
2009;7;177;900;20,5
2009;7;177;600;21
2009;7;177;300;25
2009;7;177;1200;24,5
2009;7;178;2100;32
2009;7;178;1800;32,5
2009;7;178;1500;26,5
2009;7;178;0;20
2009;7;178;900;19,5
2009;7;178;600;20,5
2009;7;178;300;22,5
2009;7;178;1200;24,5
2009;7;179;2100;33
2009;7;179;1800;33
2009;7;179;1500;27
2009;7;179;0;27
2009;7;179;900;20
2009;7;179;600;22
2009;7;179;300;24
2009;7;179;1200;25,5
2009;7;179;2100;21
2009;7;180;1800;19,5
2009;7;180;1500;30
2009;7;180;0;22
2009;7;180;900;22
2009;7;180;600;21,5
2009;7;180;300;24
2009;7;180;1200;25,5
2009;7;180;2100;25,5
2009;7;181;1800;21,5
2009;7;181;1500;21,5
2009;7;181;0;15
2009;7;181;900;15,5
2009;7;181;600;16,5
2009;7;181;300;17
2009;7;181;1200;18,5
2009;7;181;2100;33,5
2009;7;182;1800;32
2009;7;182;1500;26
2009;7;182;0;15,5
2009;7;182;900;16
2009;7;182;600;16,5
2009;7;182;300;18,5
2009;7;182;1200;20
2009;7;182;2100;31
2009;7;182;1800;30
2009;7;183;1500;25,5
2009;7;183;0;20,5
2009;7;183;900;21,5
2009;7;183;600;24
2009;7;183;1200;27
2009;7;183;2100;34
2009;7;183;1800;32,5
2009;7;183;1500;25
2009;7;184;0;18,5
2009;7;184;900;18,5
2009;7;184;600;22
2009;7;184;300;24,5
2009;7;184;1200;26,5
2009;7;184;2100;35,5
2009;7;184;1800;35
2009;7;184;1500;28,5
2009;7;185;0;21
2009;7;185;900;21
2009;7;185;600;23,5
2009;7;185;300;26
2009;7;185;2100;35,5
2009;7;185;1800;34,5
2009;7;185;1500;28
2009;7;185;0;21
2009;7;185;900;20,5
2009;7;186;600;22
2009;7;186;300;22
2009;7;186;2100;34
2009;7;186;1800;34
2009;7;186;1500;29
2009;7;186;0;19,5
2009;7;186;900;21
2009;7;186;600;25
2009;7;187;300;25
2009;7;187;1200;28
2009;7;187;2100;34
2009;7;187;1800;33,5
2009;7;187;1500;29
2009;7;187;0;18
2009;7;187;900;19
2009;7;187;600;20,5
2009;7;187;300;23,5
2009;7;188;1200;28
2009;7;188;2100;34
2009;7;188;1800;35,5
2009;7;188;1500;30
2009;7;188;0;19,5
2009;7;188;900;20
2009;7;188;600;21
2009;7;188;1200;26
2009;7;189;2100;33,5
2009;7;189;1800;34
2009;7;189;1500;31,5
2009;7;189;0;19
2009;7;189;900;19,5
2009;7;189;600;22,5
2009;7;189;300;23
2009;7;189;1200;25
2009;7;190;2100;35
2009;7;190;1800;33
2009;7;190;1500;31,5
2009;7;190;0;22,5
2009;7;190;900;23
2009;7;190;600;23,5
2009;7;190;300;23,5
2009;7;190;2100;23
2009;7;190;1800;34,5
2009;7;191;1500;32
2009;7;191;0;23
2009;7;191;900;23
2009;7;191;600;24
2009;7;191;300;25,5
2009;7;191;2100;11,5
2009;7;191;1800;13
2009;7;191;1500;12,5
2009;7;192;0;13
2009;7;192;900;15
2009;7;192;600;17
2009;7;192;300;19
2009;7;192;2100;14,5
2009;7;192;1800;13,5
2009;7;192;1500;12
2009;7;192;0;10
2009;7;192;900;10
2009;7;193;600;10,5
2009;7;193;300;10,5
2009;7;193;1200;11
2009;7;193;2100;27
2009;7;193;1800;23,5
2009;7;193;1500;17,5
2009;7;193;0;12
2009;7;193;900;12
2009;7;194;600;12
2009;7;194;300;13,5
2009;7;194;1200;13,5
2009;7;194;2100;29,5
2009;7;194;1800;28
2009;7;194;1500;21,5
2009;7;194;0;17,5
2009;7;194;900;18
2009;7;195;600;19
2009;7;195;300;20
2009;7;195;1200;21,5
2009;7;195;2100;35,5
2009;7;195;1800;34,5
2009;7;195;1500;28
2009;7;195;0;19
2009;7;195;900;19
2009;7;195;600;20,5
2009;7;196;300;22,5
2009;7;196;1200;24
2009;7;196;2100;29
2009;7;196;1800;28,5
2009;7;196;1500;26
2009;7;196;0;21,5
2009;7;196;900;20,5
2009;7;196;600;23,5
2009;7;197;300;25
2009;7;197;1200;26
2009;7;197;2100;31
2009;7;197;1500;23,5
2009;7;197;0;17
2009;7;197;900;19
2009;7;197;600;21
2009;7;197;300;23,5
2009;7;198;1200;25,5
2009;7;198;2100;36
2009;7;198;1500;26,5
2009;7;198;0;18,5
2009;7;198;900;20
2009;7;198;600;21,5
2009;7;198;300;23
2009;7;198;1200;25
2009;8;198;2100;35
2009;8;199;1800;35,5
2009;8;199;1500;30,5
2009;8;199;900;
2009;8;199;300;26
2009;8;199;2100;30,5
2009;8;199;1800;34,5
2009;8;199;0;18,5
2009;8;199;900;20
2009;8;200;600;21
2009;8;200;300;23,5
2009;8;200;1200;25,5
2009;8;200;2100;29,5
2009;8;200;1800;26
2009;8;200;1500;21
2009;8;200;0;16
2009;8;200;900;17
2009;8;200;600;20
2009;8;201;300;22
2009;8;201;1200;25
2009;8;201;2100;36,5
2009;8;201;1800;34
2009;8;201;1500;27
2009;8;201;600;20
2009;8;201;300;22,5
2009;8;201;1200;25
2009;8;202;1500;32,5
2009;8;202;0;19,5
2009;8;202;900;20,5
2009;8;202;600;20,5
2009;8;202;300;22
2009;8;202;1200;28
2009;8;202;2100;36,5
2009;8;202;1800;36
2009;8;203;1500;33
2009;8;203;0;19,5
2009;8;203;900;21
2009;8;203;600;21,5
2009;8;203;300;24
2009;8;203;1200;26,5
2009;8;203;2100;37
2009;8;203;1500;33
2009;8;203;0;19,5
2009;8;204;900;20
2009;8;204;600;21
2009;8;204;300;26
2009;8;204;1200;27
2009;8;204;2100;36
2009;8;204;1800;35,5
2009;8;204;1500;32
2009;8;204;0;19
2009;8;205;600;21
2009;8;205;300;23,5
2009;8;205;1200;25,5
2009;8;205;2100;26
2009;8;205;1800;26,5
2009;8;205;1500;23,5
2009;8;205;0;20
2009;8;205;900;19
2009;8;205;600;22,5
2009;8;206;300;26,5
2009;8;206;1200;27
2009;8;206;0;13,5
2009;8;206;900;14,5
2009;8;206;600;17
2009;8;206;300;19
2009;8;206;1200;19
2009;8;206;2100;29
2009;8;207;1800;26,5
2009;8;207;1500;20,5
2009;8;207;0;12,5
2009;8;207;600;16,5
2009;8;207;300;18,5
2009;8;207;1200;20
2009;8;207;2100;34
2009;8;207;1800;31,5
2009;8;208;1500;24,5
2009;8;208;0;14,5
2009;8;208;900;15,5
2009;8;208;600;17,5
2009;8;208;300;20,5
2009;8;208;1200;24
2009;8;208;2100;36,5
2009;8;208;1800;37
2009;8;208;1500;30,5
2009;8;209;0;19
2009;8;209;900;18
2009;8;209;600;21
2009;8;209;300;25
2009;8;209;1200;26,5
2009;8;209;2100;37,5
2009;8;209;1800;37
2009;8;209;1500;32
2009;8;210;0;22
2009;8;210;900;22
2009;8;210;600;24
2009;8;210;300;27
2009;8;210;1200;27
2009;8;210;2100;37,5
2009;8;210;1800;36,5
2009;8;210;1500;34
2009;8;211;0;21
2009;8;211;900;21,5
2009;8;211;600;23,5
2009;8;211;300;27
2009;8;211;1200;28
2009;8;211;2100;38,5
2009;8;211;1800;37,5
2009;8;211;1500;34
2009;8;211;0;22
2009;8;212;900;21
2009;8;212;600;25,5
2009;8;212;300;27,5
2009;8;212;1200;27,5
2009;8;212;2100;38,5
2009;8;212;1800;37
2009;8;212;1500;34,5
2009;8;212;0;23
2009;8;213;900;24
2009;8;213;600;24,5
2009;8;213;300;26,5
2009;8;213;1200;28,5
2009;8;213;2100;37,5
2009;8;213;1800;37,5
2009;8;213;1500;33
2009;8;213;0;23
2009;8;213;900;23
2009;8;214;600;24,5
2009;8;214;300;25
2009;8;214;1200;25
2009;8;214;2100;38
2009;8;214;1800;37,5
2009;8;214;0;24
2009;8;214;900;25,5
2009;8;214;600;26
2009;8;215;300;27,5
2009;8;215;1200;30,5
2009;8;215;2100;24,5
2009;8;215;1800;23
2009;8;215;1500;22
2009;8;215;0;22
2009;8;215;900;25,5
2009;8;215;600;28
2009;8;216;300;27,5
2009;8;216;1200;30,5
2009;8;216;2100;23,5
2009;8;216;1800;20
2009;8;216;1500;18
2009;8;216;0;17,5
2009;8;216;900;19
2009;8;216;600;20
2009;8;216;300;21,5
2009;8;217;1200;21,5
2009;8;217;1500;22
2009;8;217;900;18
2009;8;217;1200;20
2009;8;217;2100;36
2009;8;217;1800;35
2009;8;217;1500;29,5
2009;8;217;0;21
2009;8;218;300;25
2009;8;218;1500;28,5
2009;8;218;0;21,5
2009;8;218;900;23
2009;8;218;600;24,5
2009;8;218;300;26,5
2009;8;218;1200;29
2009;8;218;2100;24,5
2009;8;219;1800;25,5
2009;8;219;1500;23,5
2009;8;219;900;21
2009;8;219;600;20,5
2009;8;219;300;21
2009;8;219;2100;33
2009;8;219;1800;33
2009;8;219;0;19,5
2009;8;219;900;20
2009;8;220;300;21,5
2009;8;220;2100;35
2009;8;220;1500;29
2009;8;220;900;21
2009;8;220;600;23
2009;8;220;300;23,5
2009;8;220;1200;26,5
2009;8;220;1500;30
2009;8;221;0;21
2009;8;221;900;21
2009;8;221;600;22
2009;8;221;300;23,5
2009;8;221;1200;27
2009;8;221;2100;35,5
2009;8;221;1800;35,5
2009;8;221;0;21,5
2009;8;221;900;22
2009;8;222;600;23
2009;8;222;300;24,5
2009;8;222;2100;36,5
2009;8;222;1500;33
2009;8;222;900;23,5
2009;8;222;300;28
2009;8;222;1200;29,5
2009;8;222;1800;35
2009;8;223;1500;30
2009;8;223;0;22,5
2009;8;223;900;23,5
2009;8;223;600;22
2009;8;223;300;23,5
2009;8;223;1200;23
2009;9;223;2100;36
2009;9;223;1800;34,5
2009;9;224;0;23
2009;9;224;900;23,5
2009;9;224;600;26
2009;9;224;300;24,5
2009;9;224;1200;27
2009;9;224;2100;37,5
2009;9;224;1800;35,5
2009;9;224;1500;33,5
2009;9;224;0;24
2009;9;225;900;24
2009;9;225;600;25
2009;9;225;300;26,5
2009;9;225;1200;31,5
2009;9;225;2100;37,5
2009;9;225;1800;38
2009;9;225;1500;34,5
2009;9;225;0;25,5
2009;9;226;900;25
2009;9;226;600;26
2009;9;226;1200;30,5
2009;9;226;2100;36
2009;9;226;1800;36
2009;9;226;1500;34
2009;9;226;0;25
2009;9;226;900;24,5
2009;9;226;600;26,5
2009;9;227;300;28,5
2009;9;227;1200;33
2009;9;227;2100;35,5
2009;9;227;1800;33,5
2009;9;227;1500;32
2009;9;227;0;24,5
2009;9;227;900;24,5
2009;9;227;600;26,5
2009;9;228;300;26,5
2009;9;228;1200;30,5
2009;9;228;2100;37
2009;9;228;1800;35
2009;9;228;1500;32
2009;9;228;0;24
2009;9;228;900;23
2009;9;228;600;23,5
2009;9;229;300;24
2009;9;229;1200;24,5
2009;9;229;2100;36,5
2009;9;229;1800;36,5
2009;9;229;1500;32,5
2009;9;229;0;25,5
2009;9;229;900;25,5
2009;9;229;600;27
2009;9;229;300;28,5
2009;9;230;1200;28,5
2009;9;230;2100;29,5
2009;9;230;1800;37
2009;9;230;1500;36
2009;9;230;0;26,5
2009;9;230;900;26,5
2009;9;230;600;28
2009;9;230;300;29
2009;9;231;1200;31
2009;9;231;2100;31
2009;9;231;1800;26,5
2009;9;231;1500;28,5
2009;9;231;0;25,5
2009;9;231;900;25
2009;9;231;600;26,5
2009;9;231;300;28
2009;9;232;1200;28
2009;9;232;2100;23,5
2009;9;232;1800;22,5
2009;9;232;1500;20
2009;9;232;0;20
2009;9;232;900;19,5
2009;9;232;600;21
2009;9;232;300;24
2009;9;232;1200;27,5
2009;9;233;2100;19,5
2009;9;233;1800;20
2009;9;233;1500;18
2009;9;233;0;17
2009;9;233;900;17
2009;9;233;600;17
2009;9;233;300;17
2009;9;233;1200;19
2009;9;234;2100;31
2009;9;234;1800;28
2009;9;234;1500;23,5
2009;9;234;0;17,5
2009;9;234;900;16,5
2009;9;234;600;17
2009;9;234;300;18
2009;9;234;1200;19
2009;9;234;2100;33,5
2009;9;235;1800;31
2009;9;235;1500;26,5
2009;9;235;0;20,5
2009;9;235;900;21
2009;9;235;600;22,5
2009;9;235;300;24,5
2009;9;235;1200;26,5
2009;9;235;900;22,5
2009;9;236;600;25,5
2009;9;236;300;27,5
2009;9;236;1200;30
2009;9;236;2100;38,5
2009;9;236;1800;38
2009;9;236;1500;38
2009;9;236;900;25
2009;9;236;2100;40
2009;9;237;1800;38,5
2009;9;237;1500;36
2009;9;237;0;36
2009;9;237;900;27
2009;9;237;600;24,5
2009;9;237;300;26,5
2009;9;237;1200;31
2009;9;237;2100;37
2009;9;237;1800;35
2009;9;238;1500;32
2009;9;238;0;26
2009;9;238;900;25
2009;9;238;600;27
2009;9;238;300;30,5
2009;9;238;1200;34
2009;9;238;2100;36
2009;9;238;1800;37
2009;9;239;1500;34
2009;9;239;0;27,5
2009;9;239;900;24,5
2009;9;239;600;27
2009;9;239;300;28,5
2009;9;239;1200;31,5
2009;9;239;2100;25,5
2009;9;239;1800;35
2009;9;239;1500;34,5
2009;9;240;0;27
2009;9;240;900;26
2009;9;240;600;28
2009;9;240;300;29
2009;9;240;1200;31,5
2009;9;240;2100;33
2009;9;240;1800;30,5
2009;9;240;1500;25
2009;9;241;0;22,5
2009;9;241;900;22,5
2009;9;241;600;23
2009;9;241;300;23
2009;9;241;1200;23
2009;9;241;2100;31,5
2009;9;241;1800;28,5
2009;9;241;1500;25,5
2009;9;242;0;23
2009;9;242;900;24
2009;9;242;600;23,5
2009;9;242;300;25
2009;9;242;1200;25
2009;9;242;2100;27,5
2009;9;242;1800;25,5
2009;9;242;1500;23
2009;9;242;0;22
2009;9;243;900;22,5
2009;9;243;600;22,5
2009;9;243;300;22
2009;9;243;1200;25
2009;9;243;2100;21,5
2009;9;243;1800;28
2009;9;243;1500;27,5
2009;9;243;0;23,5
2009;9;244;900;23
2009;9;244;600;23
2009;9;244;300;23
2009;9;244;1200;24
2009;9;244;2100;25,5
2009;9;244;1800;24,5
2009;9;244;1500;19,5
2009;9;244;0;17,5
2009;9;245;900;17
2009;9;245;600;17
2009;9;245;300;17,5
2009;9;245;1200;19,5
2009;9;245;2100;34
2009;9;245;1800;31
2009;9;245;1500;25,5
2009;9;245;0;18,5
2009;9;245;900;17,5
2009;9;246;600;18,5
2009;9;246;300;19,5
2009;9;246;1200;22,5
2009;9;246;2100;39
2009;9;246;1800;37,5
2009;9;246;1500;33,5
2009;9;246;0;25
2009;9;246;900;22,5
2009;9;247;600;25
2009;9;247;300;27
2009;9;247;1200;28
2009;9;247;2100;33,5
2009;9;247;1800;36
2009;9;247;1500;33,5
2009;9;247;0;26,5
2009;9;247;900;26,5
2009;9;247;600;27
2009;9;248;300;27
2009;9;248;1200;31,5
2009;9;248;2100;31,5
2009;9;248;1800;35,5
2009;9;248;1500;32
2009;9;248;0;26,5
2009;9;248;900;24,5
2009;9;248;600;25,5
2009;9;249;300;27
2009;9;249;1200;30
2009;9;249;2100;24
2009;9;249;1800;22,5
2009;9;249;1500;19,5
2009;9;249;0;17,5
2009;9;249;900;19,5
2009;9;249;600;21,5
2009;9;250;300;24
2009;9;250;1200;27,5
2009;9;250;2100;30
2009;9;250;1800;27
2009;9;250;1500;22
2009;9;250;0;17
2009;9;250;900;16,5
2009;9;250;600;17,5
2009;9;250;300;17,5
2009;9;251;1200;20,5
2009;10;251;2100;34,5
2009;10;251;1800;32
2009;10;251;1500;26
2009;10;251;0;20,5
2009;10;251;900;20
2009;10;251;600;22
2009;10;251;300;24
2009;10;252;1200;26
2009;10;252;2100;32
2009;10;252;1800;30,5
2009;10;252;1500;28,5
2009;10;252;0;24,5
2009;10;252;900;24,5
2009;10;252;600;25
2009;10;252;300;27,5
2009;10;253;1200;29,5
2009;10;253;2100;37,5
2009;10;253;1800;37,5
2009;10;253;1500;31,5
2009;10;253;0;24,5
2009;10;253;900;24
2009;10;253;600;24,5
2009;10;253;300;25,5
2009;10;253;1200;25,5
2009;10;254;2100;31,5
2009;10;254;1800;33,5
2009;10;254;1500;28
2009;10;254;0;24
2009;10;254;900;24
2009;10;254;600;24,5
2009;10;254;300;24
2009;10;254;1200;25,5
2009;10;255;2100;31
2009;10;255;1800;28
2009;10;255;1500;27
2009;10;255;0;24
2009;10;255;900;23,5
2009;10;255;600;24,5
2009;10;255;300;26
2009;10;255;1200;27,5
2009;10;255;2100;32,5
2009;10;256;1800;34,5
2009;10;256;1500;30,5
2009;10;256;0;25,5
2009;10;256;900;23
2009;10;256;600;22,5
2009;10;256;300;23,5
2009;10;256;1200;26
2009;10;256;2100;26
2009;10;257;1800;29,5
2009;10;257;1500;26
2009;10;257;0;25
2009;10;257;900;25,5
2009;10;257;600;24,5
2009;10;257;300;26,5
2009;10;257;1200;29
2009;10;257;2100;30,5
2009;10;258;1800;31,5
2009;10;258;1500;27,5
2009;10;258;0;23,5
2009;10;258;900;22,5
2009;10;258;600;23,5
2009;10;258;300;24
2009;10;258;1200;24
2009;10;258;2100;35
2009;10;258;1800;34
2009;10;259;1500;30,5
2009;10;259;0;24,5
2009;10;259;900;21,5
2009;10;259;600;23
2009;10;259;300;24
2009;10;259;1200;27
2009;10;259;2100;37,5
2009;10;259;1800;35,5
2009;10;260;1500;33
2009;10;260;0;26
2009;10;260;900;22,5
2009;10;260;600;24,5
2009;10;260;300;26,5
2009;10;260;1200;30,5
2009;10;260;2100;37,5
2009;10;260;1800;38
2009;10;260;1500;34,5
2009;10;261;0;28,5
2009;10;261;900;27
2009;10;261;600;27
2009;10;261;300;28,5
2009;10;261;1200;30
2009;10;261;2100;23,5
2009;10;261;1800;37,5
2009;10;261;1500;29
2009;10;262;0;28,5
2009;10;262;900;26
2009;10;262;600;26,5
2009;10;262;300;28
2009;10;262;1200;32
2009;10;262;2100;34
2009;10;262;1800;32
2009;10;262;1500;28,5
2009;10;263;0;23
2009;10;263;900;22,5
2009;10;263;600;23
2009;10;263;300;22,5
2009;10;263;1200;22,5
2009;10;263;2100;35,5
2009;10;263;1800;34,5
2009;10;263;1500;31,5
2009;10;263;0;25
2009;10;264;900;24,5
2009;10;264;600;25,5
2009;10;264;300;25,5
2009;10;264;1200;27
2009;10;264;2100;29
2009;10;264;1800;34,5
2009;10;264;1500;32
2009;10;264;0;27
2009;10;265;900;26,5
2009;10;265;600;27
2009;10;265;300;27
2009;10;265;1200;29,5
2009;10;265;2100;35,5
2009;10;265;1800;34
2009;10;265;1500;31,5
2009;10;265;0;26
2009;10;266;900;25
2009;10;266;600;25
2009;10;266;300;24,5
2009;10;266;1200;24,5
2009;10;266;2100;35,5
2009;10;266;1800;35
2009;10;266;1500;34
2009;10;266;0;28
2009;10;266;900;25
2009;10;267;600;26
2009;10;267;300;28
2009;10;267;1200;30
