,HJD,Detr_Norm_Flux
939,2454974.11585,0.9999530000000001
940,2454974.136285,0.999993
941,2454974.156719,0.999928
942,2454974.1771529997,0.99985
943,2454974.197588,1.00003
944,2454974.218022,1.000018
945,2454974.238457,0.999909
946,2454974.258891,1.000237
947,2454974.279326,0.9999379999999999
948,2454974.29976,1.000129
949,2454974.320194,0.999948
950,2454974.340629,1.000017
951,2454974.3610630003,0.999919
952,2454974.381498,0.9998540000000001
953,2454974.401932,0.9999049999999999
954,2454974.422367,
955,2454974.4428009996,0.9999120000000001
956,2454974.4632349997,0.99992
957,2454974.48367,1.0000639999999998
958,2454974.504104,0.9999180000000001
959,2454974.524539,0.999891
960,2454974.544973,0.99987
961,2454974.5654080003,0.9999370000000001
962,2454974.585842,1.000108
963,2454974.606277,0.9998950000000001
964,2454974.626711,0.999974
965,2454974.6471450003,
966,2454974.66758,1.000006
967,2454974.6880139997,
968,2454974.708449,1.0000360000000001
969,2454974.728883,1.000016
970,2454974.749318,1.000003
971,2454974.769752,1.000149
972,2454974.790186,0.999994
973,2454974.810621,1.000029
974,2454974.831055,0.999914
975,2454974.8514900003,0.9999389999999999
976,2454974.8719240003,
977,2454974.892359,1.000046
978,2454974.912793,0.9998819999999999
979,2454974.933228,1.00003
980,2454974.9536619997,0.9998040000000001
981,2454974.9740959997,
982,2454974.994531,0.999972
983,2454975.014965,
984,2454975.0354,
985,2454975.055834,1.00016
986,2454975.076269,1.0000879999999999
987,2454975.096703,
988,2454975.117137,1.000051
989,2454975.1375720003,1.0000069999999999
990,2454975.1580060003,0.9999020000000001
991,2454975.178441,1.0000069999999999
992,2454975.198875,0.9998870000000001
993,2454975.21931,0.9999899999999999
994,2454975.2397439997,0.999814
995,2454975.2601779997,
996,2454975.280613,0.999966
997,2454975.301047,1.000078
998,2454975.321482,
999,2454975.341916,
1000,2454975.362351,
1001,2454975.382785,0.9999969999999999
1002,2454975.403219,1.000039
1003,2454975.4236540003,0.999862
1004,2454975.4440880003,0.9998090000000001
1005,2454975.464523,1.000006
1006,2454975.484957,1.000073
1007,2454975.5053919996,1.000049
1008,2454975.5258259997,0.999883
1009,2454975.546261,0.999943
1010,2454975.566695,0.999972
1011,2454975.587129,0.9999899999999999
1012,2454975.607564,
1013,2454975.627998,0.999907
1014,2454975.6484330003,1.000011
1015,2454975.668867,0.9999520000000001
1016,2454975.689302,0.9999629999999999
1017,2454975.7097360003,0.999901
1018,2454975.73017,1.000003
1019,2454975.7506049997,0.99982
1020,2454975.771039,
1021,2454975.791474,1.000074
1022,2454975.811908,0.999892
1023,2454975.832343,1.000018
1024,2454975.852777,
1025,2454975.873212,0.999956
1026,2454975.893646,1.000026
1027,2454975.91408,0.9999879999999999
1028,2454975.9345150003,1.000001
1029,2454975.9549490004,
1030,2454975.975384,
1031,2454975.995818,0.999878
1032,2454976.0162529997,0.9999290000000001
1033,2454976.0366869997,0.9999530000000001
1034,2454976.057121,0.999972
1035,2454976.077556,0.9998600000000001
1036,2454976.09799,0.9999170000000001
1037,2454976.118425,0.999957
1038,2454976.138859,0.9999129999999999
1039,2454976.159294,0.9999290000000001
1040,2454976.179728,
1041,2454976.200162,0.99989
1042,2454976.2205970003,
1043,2454976.241031,0.999922
1044,2454976.2614659998,0.999934
1045,2454976.2819,0.999977
1046,2454976.3023349997,1.00005
1047,2454976.3227689997,0.9999610000000001
1048,2454976.363638,0.9999819999999999
1049,2454976.384072,0.999976
1050,2454976.404507,1.000083
1051,2454976.424941,1.000071
1052,2454976.445376,
1053,2454976.46581,0.9999100000000001
1054,2454976.486244,
1055,2454976.506679,1.000063
1056,2454976.527113,0.9998809999999999
1057,2454976.547548,0.999949
1058,2454976.567982,0.999999
1059,2454976.5884169997,1.000068
1060,2454976.6088509997,1.000086
1061,2454976.629286,1.000002
1062,2454976.64972,0.999891
1063,2454976.670155,0.999925
1064,2454976.690589,1.0001200000000001
1065,2454976.711023,0.999934
1066,2454976.7314580004,0.999814
1067,2454976.751892,1.0000129999999998
1068,2454976.7723270003,0.999925
1069,2454976.792761,0.999976
1070,2454976.813195,0.99995
1071,2454976.83363,0.9998969999999999
1072,2454976.854064,0.999944
1073,2454976.874499,0.999883
1074,2454976.894933,1.000053
1075,2454976.915368,0.999974
1076,2454976.935802,
1077,2454976.956237,0.9957290000000001
1078,2454976.976671,0.9934799999999999
1079,2454976.997105,0.9929370000000001
1080,2454977.0175400004,0.9924950000000001
1081,2454977.037974,0.9924229999999999
1082,2454977.058409,0.9927
1083,2454977.078843,
1084,2454977.0992779997,0.993074
1085,2454977.119712,0.9938309999999999
1086,2454977.140146,0.9965149999999999
1087,2454977.160581,1.000109
1088,2454977.181015,1.000291
1089,2454977.20145,1.000102
1090,2454977.221884,1.000054
1091,2454977.242319,0.9998940000000001
1092,2454977.262753,1.000058
1093,2454977.283187,1.000117
1094,2454977.303622,1.000071
1095,2454977.324056,1.0001520000000002
1096,2454977.344491,0.9999819999999999
1097,2454977.364925,0.999816
1098,2454977.3853599997,
1099,2454977.405794,
1100,2454977.426229,0.999949
1101,2454977.446663,1.00009
1102,2454977.467097,0.9999030000000001
1103,2454977.487532,0.999906
1104,2454977.507966,1.000098
1105,2454977.528401,1.000017
1106,2454977.548835,
1107,2454977.56927,1.000104
1108,2454977.589704,0.999909
1109,2454977.610138,0.999663
1110,2454977.630573,
1111,2454977.651007,0.999883
1112,2454977.6714419997,0.999878
1113,2454977.691876,0.999909
1114,2454977.712311,1.000086
1115,2454977.732745,
1116,2454977.75318,0.9997959999999999
1117,2454977.773614,0.999883
1118,2454977.794048,
1119,2454977.814483,
1120,2454977.834917,1.0001149999999999
1121,2454977.855352,0.9999809999999999
1122,2454977.875786,1.000067
1123,2454977.89622,
1124,2454977.916655,
1125,2454977.937089,
1126,2454977.957524,1.000103
1127,2454977.9779580003,
1128,2454977.998393,0.999791
1129,2454978.018827,1.000033
1130,2454978.039262,0.999993
1131,2454978.059696,0.9999870000000001
1132,2454978.08013,0.9999879999999999
1133,2454978.100565,1.000005
1134,2454978.120999,1.0001010000000001
1135,2454978.141434,0.9999459999999999
1136,2454978.161868,0.999908
1137,2454978.182303,0.999928
1138,2454978.202737,0.999966
1139,2454978.223172,
1140,2454978.243606,0.9999120000000001
1141,2454978.2640400003,0.999871
1142,2454978.284475,
1143,2454978.304909,0.9999459999999999
1144,2454978.325344,1.000017
1145,2454978.345778,0.99997
1146,2454978.366213,0.9998950000000001
1147,2454978.386647,1.000005
1148,2454978.407081,0.9999709999999999
1149,2454978.427516,1.000075
1150,2454978.44795,0.999767
1151,2454978.468385,0.999876
1152,2454978.488819,
1153,2454978.509254,0.999967
1154,2454978.529688,1.000134
1155,2454978.5501220003,
1156,2454978.570557,1.000063
1157,2454978.590991,0.9998809999999999
1158,2454978.611426,0.9997459999999999
1159,2454978.6318599996,0.9999819999999999
1160,2454978.652295,1.000066
1161,2454978.672729,
1162,2454978.693163,0.9998600000000001
1163,2454978.713598,0.999893
1164,2454978.734032,
1165,2454978.754467,1.000078
1166,2454978.774901,0.999986
1167,2454978.795336,0.9997159999999999
1168,2454978.81577,0.999943
1169,2454978.8362040003,0.999862
1170,2454978.856639,0.999915
1171,2454978.877073,0.99992
1172,2454978.897508,1.000026
1173,2454978.9179419996,0.999977
1174,2454978.938377,0.999834
1175,2454978.958811,0.9999809999999999
1176,2454978.979245,0.999994
1177,2454978.99968,0.999959
1178,2454979.020114,0.9999
1179,2454979.0405490003,0.999901
1180,2454979.0609830003,0.999993
1181,2454979.081418,0.9998299999999999
1182,2454979.101852,0.999985
1183,2454979.122287,0.999901
1184,2454979.142721,1.0000120000000001
1185,2454979.1631549997,0.999915
1186,2454979.18359,1.00022
1187,2454979.204024,0.999994
1188,2454979.224459,1.000135
1189,2454979.244893,0.999969
1190,2454979.265328,0.999849
1191,2454979.285762,1.000235
1192,2454979.306197,1.0002389999999999
1193,2454979.3470650003,0.9999889999999999
1194,2454979.3675,0.9999309999999999
1195,2454979.387934,0.9998950000000001
1196,2454979.408369,0.9999129999999999
1197,2454979.4288029997,0.9999950000000001
1198,2454979.449238,1.000076
1199,2454979.469672,0.9999370000000001
1200,2454979.490106,0.9997739999999999
1201,2454979.510541,
1202,2454979.530975,0.999862
1203,2454979.55141,1.000009
1204,2454979.571844,1.00019
1205,2454979.592279,1.000111
1206,2454979.6127130003,1.000176
1207,2454979.6331470003,1.0001950000000002
1208,2454979.653582,0.999973
1209,2454979.674016,1.000098
1210,2454979.6944509996,1.000025
1211,2454979.7148849997,1.000016
1212,2454979.73532,0.99992
1213,2454979.755754,1.0000149999999999
1214,2454979.776188,1.000005
1215,2454979.796623,
1216,2454979.817057,0.9999790000000001
1217,2454979.837492,
1218,2454979.857926,0.999975
1219,2454979.878361,0.9999950000000001
1220,2454979.8987950003,0.999765
1221,2454979.91923,
1222,2454979.9396639997,1.000042
1223,2454979.960098,0.999849
1224,2454979.980533,1.000105
1225,2454980.0009669997,0.999956
1226,2454980.021402,0.9998969999999999
1227,2454980.041836,
1228,2454980.062271,0.99984
1229,2454980.082705,
1230,2454980.103139,0.9999049999999999
1231,2454980.1235740003,0.999983
1232,2454980.1440080004,1.000009
1233,2454980.164443,
1234,2454980.184877,0.9999819999999999
1235,2454980.205312,0.9999680000000001
1236,2454980.2257459997,0.999941
1237,2454980.246181,1.000124
1238,2454980.266615,0.999916
1239,2454980.287049,1.00006
1240,2454980.307484,0.9999170000000001
1241,2454980.327918,1.0001149999999999
1242,2454980.348353,1.000159
1243,2454980.368787,
1244,2454980.3892220003,
1245,2454980.4096560003,1.00003
1246,2454980.43009,0.999914
1247,2454980.450525,0.9998940000000001
1248,2454980.470959,0.999916
1249,2454980.4913939997,0.999986
1250,2454980.5118279997,0.9999239999999999
1251,2454980.532263,1.000068
1252,2454980.552697,0.999991
1253,2454980.573131,1.000017
1254,2454980.593566,1.0001280000000001
1255,2454980.614,0.999974
1256,2454980.634435,1.000046
1257,2454980.654869,0.999862
1258,2454980.6753040003,0.9998969999999999
1259,2454980.6957380003,0.9998809999999999
1260,2454980.716172,0.999993
1261,2454980.7366069998,
1262,2454980.757041,
1263,2454980.7774759997,
1264,2454980.7979099997,1.000118
1265,2454980.818345,0.9999889999999999
1266,2454980.838779,1.000016
1267,2454980.859213,0.9999389999999999
1268,2454980.879648,0.999986
1269,2454980.900082,0.9999889999999999
1270,2454980.920517,0.9999120000000001
1271,2454980.940951,
1272,2454980.9613860003,0.999864
1273,2454980.98182,0.9999620000000001
1274,2454981.0022549997,
1275,2454981.022689,
1276,2454981.043124,0.999863
1277,2454981.063558,0.99998
1278,2454981.0839919997,
1279,2454981.104427,
1280,2454981.124861,0.9999540000000001
1281,2454981.145296,0.9998799999999999
1282,2454981.16573,0.999859
1283,2454981.186164,1.000127
1284,2454981.2065990004,0.9998790000000001
1285,2454981.227033,1.000029
1286,2454981.247468,0.9998319999999999
1287,2454981.267902,0.9999049999999999
1288,2454981.2883369997,
1289,2454981.308771,0.999922
1290,2454981.329206,0.999956
1291,2454981.34964,1.0000360000000001
1292,2454981.370074,1.000043
1293,2454981.390509,0.9999629999999999
1294,2454981.410943,1.000014
1295,2454981.431378,0.999705
1296,2454981.451812,
1297,2454981.4722470003,0.9999
1298,2454981.492681,1.000116
1299,2454981.513115,0.9999170000000001
1300,2454981.53355,1.000132
1301,2454981.553984,0.999801
1302,2454981.5744189997,
1303,2454981.594853,0.9998540000000001
1304,2454981.615288,0.999935
1305,2454981.635722,1.000018
1306,2454981.656156,0.9999100000000001
1307,2454981.676591,0.999935
1308,2454981.697025,0.999864
1309,2454981.71746,1.000163
1310,2454981.737894,
1311,2454981.7583290003,0.999825
1312,2454981.778763,0.999958
1313,2454981.7991979998,1.000037
1314,2454981.819632,1.000025
1315,2454981.840066,0.996308
1316,2454981.8605009997,0.99375
1317,2454981.880935,0.993066
1318,2454981.90137,0.992927
1319,2454981.921804,0.9926590000000001
1320,2454981.942239,0.9926149999999999
1321,2454981.962673,0.992633
1322,2454981.983107,0.993092
1323,2454982.003542,0.99366
1324,2454982.023976,0.996186
1325,2454982.044411,0.999806
1326,2454982.064845,0.999883
1327,2454982.0852799998,0.9999889999999999
1328,2454982.105714,
1329,2454982.126149,
1330,2454982.146583,0.9999469999999999
1331,2454982.167017,
1332,2454982.187452,0.9998530000000001
1333,2454982.207886,1.000034
1334,2454982.228321,0.999922
1335,2454982.248755,0.9997799999999999
1336,2454982.2691900004,0.9998950000000001
1337,2454982.289624,0.9999969999999999
1338,2454982.330493,1.000034
1339,2454982.350927,1.000116
1340,2454982.391796,0.999957
1341,2454982.412231,0.9999879999999999
1342,2454982.432665,0.99984
1343,2454982.4530990003,0.999922
1344,2454982.473534,1.0002
1345,2454982.493968,1.00005
1346,2454982.514403,
1347,2454982.534837,1.000038
1348,2454982.555272,0.9999
1349,2454982.575706,0.999885
1350,2454982.59614,0.9998600000000001
1351,2454982.616575,1.0000639999999998
1352,2454982.637009,1.000033
1353,2454982.657444,0.999959
1354,2454982.677878,1.000073
1355,2454982.698313,1.000146
1356,2454982.718747,0.999967
1357,2454982.739182,1.000027
1358,2454982.759616,1.000017
1359,2454982.78005,1.000086
1360,2454982.800485,1.000025
1361,2454982.820919,0.9997889999999999
1362,2454982.841354,0.9999969999999999
1363,2454982.861788,1.0000229999999999
1364,2454982.902657,
1365,2454982.923091,1.00007
1366,2454982.943526,1.00016
1367,2454982.96396,0.9999600000000001
1368,2454982.984395,0.999927
1369,2454983.004829,0.999933
1370,2454983.025264,1.0000719999999998
1371,2454983.045698,1.000005
1372,2454983.066133,0.9999790000000001
1373,2454983.086567,0.999985
1374,2454983.1070009996,1.0001309999999999
1375,2454983.127436,0.9999870000000001
1376,2454983.14787,0.9998520000000001
1377,2454983.168305,0.9998809999999999
1378,2454983.188739,1.000032
1379,2454983.209174,0.9999790000000001
1380,2454983.2296080003,0.9998790000000001
1381,2454983.250042,0.999926
1382,2454983.270477,1.000181
1383,2454983.290911,0.999916
1384,2454983.311346,0.999898
1385,2454983.33178,0.999704
1386,2454983.3522139997,0.9998020000000001
1387,2454983.372649,0.999785
1388,2454983.393083,0.9999020000000001
1389,2454983.413518,1.0000229999999999
1390,2454983.433952,0.999877
1391,2454983.454387,
1392,2454983.474821,0.9998360000000001
1393,2454983.495256,1.0000200000000001
1394,2454983.5156900003,0.9998940000000001
1395,2454983.536125,0.9998889999999999
1396,2454983.556559,0.999976
1397,2454983.576993,
1398,2454983.597428,0.9998819999999999
1399,2454983.6178619997,0.9998879999999999
1400,2454983.638297,0.9999040000000001
1401,2454983.658731,0.999964
1402,2454983.679165,
1403,2454983.6996,0.9999540000000001
1404,2454983.720034,0.9999299999999999
1405,2454983.740469,
1406,2454983.760903,
1407,2454983.781338,
1408,2454983.8017720003,0.999928
1409,2454983.822207,
1410,2454983.842641,1.000027
1411,2454983.863076,0.999944
1412,2454983.88351,1.000106
1413,2454983.9039439997,0.999999
1414,2454983.924379,1.000077
1415,2454983.944813,1.00006
1416,2454983.965248,
1417,2454983.985682,1.000058
1418,2454984.006116,1.000169
1419,2454984.026551,1.000204
1420,2454984.046985,1.000161
1421,2454984.06742,1.0000719999999998
1422,2454984.0878540003,0.9998879999999999
1423,2454984.108289,
1424,2454984.128723,0.999915
1425,2454984.149157,
1426,2454984.1695919996,0.9999379999999999
1427,2454984.1900259997,0.999906
1428,2454984.210461,0.9999389999999999
1429,2454984.230895,1.00001
1430,2454984.25133,
1431,2454984.271764,0.999777
1432,2454984.2921990003,0.9998950000000001
1433,2454984.3126330003,0.999818
1434,2454984.333067,0.9998549999999999
1435,2454984.353502,0.9999450000000001
1436,2454984.3739360003,
1437,2454984.394371,1.000074
1438,2454984.4148049997,0.9996360000000001
1439,2454984.43524,0.999972
1440,2454984.455674,
1441,2454984.476108,1.000033
1442,2454984.496543,0.9998940000000001
1443,2454984.516977,1.000059
1444,2454984.537412,1.000157
1445,2454984.557846,
1446,2454984.5782810003,0.9999120000000001
1447,2454984.5987150003,0.999885
1448,2454984.61915,0.999761
1449,2454984.639584,0.9999239999999999
1450,2454984.660018,
1451,2454984.6804529997,1.000216
1452,2454984.7008869997,1.000009
1453,2454984.721322,0.999828
1454,2454984.741756,1.0001229999999999
1455,2454984.762191,1.0000930000000001
1456,2454984.782625,0.9999110000000001
1457,2454984.803059,
1458,2454984.823494,0.9999530000000001
1459,2454984.843928,1.000037
1460,2454984.8643630003,0.9998360000000001
1461,2454984.8847970003,
1462,2454984.905232,0.9999899999999999
1463,2454984.9256659998,
1464,2454984.9461,0.999951
1465,2454984.9665349997,0.9998530000000001
1466,2454984.9869689997,0.999916
1467,2454985.007404,0.9999680000000001
1468,2454985.027838,
1469,2454985.048273,1.000014
1470,2454985.068707,1.000232
1471,2454985.089141,
1472,2454985.109576,0.9999180000000001
1473,2454985.13001,0.9998370000000001
1474,2454985.1504450003,1.0001959999999999
1475,2454985.170879,1.000092
1476,2454985.191314,0.9997940000000001
1477,2454985.211748,0.9998030000000001
1478,2454985.232183,1.000038
1479,2454985.2526169997,0.9998090000000001
1480,2454985.2730509997,0.999872
1481,2454985.31392,1.000045
1482,2454985.334355,0.999948
1483,2454985.354789,1.0
1484,2454985.3752240003,1.000046
1485,2454985.3956580004,0.999976
1486,2454985.416092,1.000084
1487,2454985.4365270003,
1488,2454985.456961,1.000255
1489,2454985.4773959997,1.000162
1490,2454985.49783,1.000062
1491,2454985.518265,0.9999520000000001
1492,2454985.538699,0.999884
1493,2454985.559134,1.0000200000000001
1494,2454985.579568,
1495,2454985.600002,
1496,2454985.620437,
1497,2454985.640871,
1498,2454985.6613060003,
1499,2454985.6817400004,1.000111
1500,2454985.702175,1.00013
1501,2454985.722609,1.000055
1502,2454985.743043,0.99982
1503,2454985.7634779997,
1504,2454985.783912,0.9999450000000001
1505,2454985.804347,0.9999899999999999
1506,2454985.824781,0.999944
1507,2454985.845216,0.999991
1508,2454985.86565,0.999991
1509,2454985.886084,1.00001
1510,2454985.906519,0.99998
1511,2454985.926953,1.000056
1512,2454985.9473880003,
1513,2454985.967822,1.000047
1514,2454985.9882569998,0.9999389999999999
1515,2454986.008691,1.000233
1516,2454986.029125,1.000253
1517,2454986.0495599997,
1518,2454986.069994,0.999948
1519,2454986.090429,0.9997809999999999
1520,2454986.110863,0.999851
1521,2454986.131298,0.9998959999999999
1522,2454986.151732,0.9998969999999999
1523,2454986.172166,
1524,2454986.192601,0.999863
1525,2454986.213035,0.999785
1526,2454986.23347,0.9999899999999999
1527,2454986.253904,0.999819
1528,2454986.2743389998,1.000094
1529,2454986.294773,0.9998440000000001
1530,2454986.315208,0.999819
1531,2454986.3356419997,0.9998819999999999
1532,2454986.356076,1.0001010000000001
1533,2454986.376511,0.9999459999999999
1534,2454986.396945,0.999916
1535,2454986.41738,1.000026
1536,2454986.437814,1.000076
1537,2454986.4582490004,0.999872
1538,2454986.478683,0.9998549999999999
1539,2454986.499118,0.9999819999999999
1540,2454986.519552,
1541,2454986.539986,
1542,2454986.560421,1.0000149999999999
1543,2454986.580855,1.000069
1544,2454986.60129,0.999909
1545,2454986.621724,0.9998459999999999
1546,2454986.642159,0.999951
1547,2454986.662593,1.000094
1548,2454986.683027,1.000039
1549,2454986.703462,0.999868
1550,2454986.723896,0.996634
1551,2454986.744331,0.993635
1552,2454986.764765,0.992994
1553,2454986.7852,0.992711
1554,2454986.805634,0.992624
1555,2454986.826068,
1556,2454986.846503,0.9926870000000001
1557,2454986.866937,0.992922
1558,2454986.887372,0.9938469999999999
1559,2454986.907806,
1560,2454986.928241,0.9997510000000001
1561,2454986.948675,0.999916
1562,2454986.969109,0.999906
1563,2454986.989544,1.0001879999999999
1564,2454987.009978,0.999885
1565,2454987.030413,0.999948
1566,2454987.050847,0.999933
1567,2454987.071282,
1568,2454987.091716,1.0002469999999999
1569,2454987.1121509997,
1570,2454987.132585,1.000161
1571,2454987.153019,1.000038
1572,2454987.173454,1.0000069999999999
1573,2454987.193888,0.999925
1574,2454987.214323,0.999916
1575,2454987.234757,0.999993
1576,2454987.255192,1.000002
1577,2454987.275626,1.000009
1578,2454987.2960599996,0.9998020000000001
1579,2454987.316495,0.9998790000000001
1580,2454987.336929,
1581,2454987.357364,0.999883
1582,2454987.377798,0.999878
1583,2454987.398233,0.999978
1584,2454987.418667,0.999965
1585,2454987.459536,0.9999299999999999
1586,2454987.47997,1.000001
1587,2454987.500405,0.999669
1588,2454987.520839,
1589,2454987.541274,1.0001659999999999
1590,2454987.561708,0.9999979999999999
1591,2454987.582143,0.9999680000000001
1592,2454987.602577,0.9999969999999999
1593,2454987.623011,
1594,2454987.643446,1.000074
1595,2454987.66388,0.999973
1596,2454987.684315,1.0000440000000002
1597,2454987.7047490003,0.999866
1598,2454987.725184,
1599,2454987.745618,0.9999610000000001
1600,2454987.766052,
1601,2454987.786487,1.000083
1602,2454987.806921,
1603,2454987.827356,1.000053
1604,2454987.84779,
1605,2454987.868225,0.9998299999999999
1606,2454987.888659,0.9999370000000001
1607,2454987.909094,0.999933
1608,2454987.929528,0.9998950000000001
1609,2454987.949962,1.000081
1610,2454987.970397,1.000097
1611,2454987.9908310003,1.000024
1612,2454988.011266,
1613,2454988.0317,1.000052
1614,2454988.052135,0.9999600000000001
1615,2454988.072569,1.0000930000000001
1616,2454988.0930029997,1.000052
1617,2454988.113438,0.9998
1618,2454988.133872,0.999977
1619,2454988.154307,1.0002010000000001
1620,2454988.174741,1.000177
1621,2454988.195176,0.999973
1622,2454988.21561,
1623,2454988.236044,1.0000129999999998
1624,2454988.256479,0.9998299999999999
1625,2454988.297348,1.000017
1626,2454988.317782,0.999909
1627,2454988.338217,0.999944
1628,2454988.3586509996,0.999994
1629,2454988.3790849997,0.999916
1630,2454988.39952,
1631,2454988.419954,1.000138
1632,2454988.440389,0.999833
1633,2454988.460823,0.999806
1634,2454988.4812580002,0.9997809999999999
1635,2454988.501692,
1636,2454988.522126,0.999862
1637,2454988.542561,
1638,2454988.5629950003,0.9997510000000001
1639,2454988.58343,1.000039
1640,2454988.6038639997,1.000082
1641,2454988.624299,1.0002309999999999
1642,2454988.644733,0.999915
1643,2454988.665168,0.999893
1644,2454988.685602,1.000091
1645,2454988.706036,1.000118
1646,2454988.726471,1.0001
1647,2454988.746905,
1648,2454988.7673400003,1.000089
1649,2454988.7877740003,0.999826
1650,2454988.808209,0.9997969999999999
1651,2454988.828643,0.9999049999999999
1652,2454988.849077,1.000031
1653,2454988.869512,0.9999819999999999
1654,2454988.8899459997,1.000067
1655,2454988.910381,1.000084
1656,2454988.930815,1.000025
1657,2454988.95125,0.9998299999999999
1658,2454988.971684,1.0001879999999999
1659,2454988.992119,0.999926
1660,2454989.012553,1.000016
1661,2454989.032987,
1662,2454989.0534220003,1.000167
1663,2454989.0738560003,
1664,2454989.094291,1.000157
1665,2454989.114725,1.000053
1666,2454989.13516,0.9999319999999999
1667,2454989.1555939997,0.999975
1668,2454989.1760279997,0.999958
1669,2454989.196463,1.00003
1670,2454989.216897,1.00026
1671,2454989.237332,0.999906
1672,2454989.257766,1.00006
1673,2454989.278201,0.999883
1674,2454989.298635,
1675,2454989.319069,0.9998459999999999
1676,2454989.3395040003,0.9999370000000001
1677,2454989.3599380003,0.9998809999999999
1678,2454989.380373,1.000055
1679,2454989.4008069998,1.000052
1680,2454989.4212419996,1.000098
1681,2454989.4416759997,1.0001010000000001
1682,2454989.4621099997,1.0000129999999998
1683,2454989.482545,0.999936
1684,2454989.502979,0.999934
1685,2454989.523414,0.999976
1686,2454989.543848,0.9998950000000001
1687,2454989.5642830003,1.000105
1688,2454989.584717,
1689,2454989.605152,0.9997969999999999
1690,2454989.6255860003,0.9996940000000001
1691,2454989.64602,0.9999469999999999
1692,2454989.6664549997,0.999849
1693,2454989.686889,
1694,2454989.707324,0.999886
1695,2454989.727758,0.9998440000000001
1696,2454989.748193,0.9999389999999999
1697,2454989.768627,1.000032
1698,2454989.789061,0.999919
1699,2454989.809496,1.000184
1700,2454989.82993,0.9999530000000001
1701,2454989.8503650003,0.999893
1702,2454989.8707990004,0.999966
1703,2454989.891234,0.999935
1704,2454989.911668,
1705,2454989.9321029996,1.00006
1706,2454989.9525369997,1.0000120000000001
1707,2454989.972971,
1708,2454989.993406,1.0001360000000001
1709,2454990.01384,0.999916
1710,2454990.034275,
1711,2454990.054709,0.999977
1712,2454990.075144,1.000033
1713,2454990.095578,0.9998530000000001
1714,2454990.116012,1.000001
1715,2454990.1364470003,0.9999889999999999
1716,2454990.156881,0.999966
1717,2454990.1773159998,1.000068
1718,2454990.19775,1.0000149999999999
1719,2454990.2181849997,0.999965
1720,2454990.2386189997,0.9999309999999999
1721,2454990.259053,1.000018
1722,2454990.279488,0.999906
1723,2454990.299922,1.000065
1724,2454990.320357,
1725,2454990.340791,0.9998379999999999
1726,2454990.361226,1.000178
1727,2454990.38166,1.0000200000000001
1728,2454990.4020950003,0.99984
1729,2454990.4225290003,0.9999959999999999
1730,2454990.442963,0.999964
1731,2454990.4633979998,1.000056
1732,2454990.483832,0.999934
1733,2454990.5042669997,
1734,2454990.5247009997,1.0000200000000001
1735,2454990.545135,0.99995
1736,2454990.56557,1.000011
1737,2454990.586004,0.999928
1738,2454990.606439,0.9999180000000001
1739,2454990.626873,1.00007
1740,2454990.6473080004,1.000026
1741,2454990.667742,0.9998870000000001
1742,2454990.6881770003,0.999921
1743,2454990.708611,1.000282
1744,2454990.7290459997,0.999801
1745,2454990.7494799998,0.9999030000000001
1746,2454990.769914,
1747,2454990.790349,0.9999309999999999
1748,2454990.810783,0.999876
1749,2454990.831218,1.000289
1750,2454990.851652,0.999898
1751,2454990.872086,1.00007
1752,2454990.892521,1.000051
1753,2454990.912955,0.99995
1754,2454990.9333900004,0.9999870000000001
1755,2454990.953824,0.9999809999999999
1756,2454990.974259,0.9998229999999999
1757,2454990.994693,1.0000360000000001
1758,2454991.0151279997,0.9997469999999999
1759,2454991.035562,1.000014
1760,2454991.055996,
1761,2454991.076431,0.999984
1762,2454991.096865,0.9999450000000001
1763,2454991.1173,1.0001010000000001
1764,2454991.137734,0.999994
1765,2454991.158169,1.0001280000000001
1766,2454991.178603,0.9999680000000001
1767,2454991.199037,0.9998379999999999
1768,2454991.219472,0.9998809999999999
1769,2454991.239906,
1770,2454991.280775,0.9999319999999999
1771,2454991.3012099997,1.00006
1772,2454991.321644,0.9999049999999999
1773,2454991.342078,0.99979
1774,2454991.362513,1.0000950000000002
1775,2454991.382947,1.000094
1776,2454991.403382,1.00024
1777,2454991.423816,0.999948
1778,2454991.444251,1.000014
1779,2454991.464685,1.0001
1780,2454991.48512,1.0000209999999998
1781,2454991.505554,
1782,2454991.525988,0.9999180000000001
1783,2454991.546423,0.9999629999999999
1784,2454991.566857,
1785,2454991.5872919997,1.00005
1786,2454991.607726,0.9971899999999999
1787,2454991.628161,0.9941129999999999
1788,2454991.648595,0.993246
1789,2454991.66903,0.9928299999999999
1790,2454991.689464,
1791,2454991.709898,0.9926370000000001
1792,2454991.730333,0.992728
1793,2454991.750767,0.9930950000000001
1794,2454991.771202,0.9936809999999999
1795,2454991.791636,0.995459
1796,2454991.8120709998,0.999411
1797,2454991.832505,1.000138
1798,2454991.852939,1.000211
1799,2454991.873374,0.9999549999999999
1800,2454991.8938080003,1.000055
1801,2454991.914243,0.9999549999999999
1802,2454991.934677,
1803,2454991.955112,1.000011
1804,2454991.975546,
1805,2454991.99598,0.9998739999999999
1806,2454992.016415,
1807,2454992.036849,
1808,2454992.057284,1.0000440000000002
1809,2454992.077718,0.999742
1810,2454992.0981529998,1.000002
1811,2454992.118587,0.9999950000000001
1812,2454992.139021,0.9999879999999999
1813,2454992.159456,1.000103
1814,2454992.1798900003,1.000067
1815,2454992.200325,0.999865
