,HJD,Detr_Norm_Flux
1816,2454992.220759,1.000037
1817,2454992.241194,
1818,2454992.261628,
1819,2454992.2820619997,1.0001200000000001
1820,2454992.302497,1.000046
1821,2454992.322931,
1822,2454992.343366,0.999964
1823,2454992.3638,0.999933
1824,2454992.384235,
1825,2454992.404669,
1826,2454992.425104,
1827,2454992.445538,0.999956
1828,2454992.4659720003,
1829,2454992.486407,1.000163
1830,2454992.506841,1.00006
1831,2454992.527276,0.9999530000000001
1832,2454992.54771,0.999969
1833,2454992.568145,1.0001120000000001
1834,2454992.588579,0.9999100000000001
1835,2454992.609013,0.999835
1836,2454992.629448,1.000133
1837,2454992.649882,
1838,2454992.670317,0.999969
1839,2454992.690751,0.999916
1840,2454992.711186,0.9999170000000001
1841,2454992.73162,0.999934
1842,2454992.7520540003,1.000034
1843,2454992.772489,1.000027
1844,2454992.792923,0.999921
1845,2454992.813358,
1846,2454992.8337919996,1.000031
1847,2454992.854227,
1848,2454992.874661,0.9999790000000001
1849,2454992.895095,0.9997860000000001
1850,2454992.91553,0.99982
1851,2454992.935964,
1852,2454992.9563990002,0.9999819999999999
1853,2454992.9768330003,0.9998610000000001
1854,2454992.997268,0.9999100000000001
1855,2454993.017702,0.999922
1856,2454993.038137,0.999976
1857,2454993.058571,0.99997
1858,2454993.0790049997,
1859,2454993.09944,0.999983
1860,2454993.119874,
1861,2454993.140309,
1862,2454993.160743,0.999768
1863,2454993.181178,
1864,2454993.201612,0.999898
1865,2454993.222047,1.000105
1866,2454993.2424810003,1.000171
1867,2454993.2629150003,0.999992
1868,2454993.28335,1.000097
1869,2454993.303784,1.000047
1870,2454993.324219,
1871,2454993.3446529997,0.999984
1872,2454993.365088,1.000055
1873,2454993.385522,0.999885
1874,2454993.426391,0.999975
1875,2454993.446825,1.000118
1876,2454993.46726,1.000067
1877,2454993.487694,0.999948
1878,2454993.508129,
1879,2454993.5285630003,0.999941
1880,2454993.5489970003,0.999743
1881,2454993.569432,0.9998799999999999
1882,2454993.5898659998,1.0000440000000002
1883,2454993.6103009996,
1884,2454993.6307349997,0.9998360000000001
1885,2454993.65117,0.99989
1886,2454993.671604,0.999915
1887,2454993.692038,1.0000209999999998
1888,2454993.712473,
1889,2454993.732907,1.000053
1890,2454993.753342,1.000077
1891,2454993.773776,0.999941
1892,2454993.794211,
1893,2454993.8146450003,0.9999469999999999
1894,2454993.835079,1.0001950000000002
1895,2454993.855514,1.00004
1896,2454993.875948,0.999959
1897,2454993.896383,1.000061
1898,2454993.9168169997,1.000084
1899,2454993.937252,1.000075
1900,2454993.957686,1.000003
1901,2454993.978121,1.000102
1902,2454993.998555,1.000125
1903,2454994.018989,1.000074
1904,2454994.0394240003,
1905,2454994.0598580004,0.9998799999999999
1906,2454994.080293,1.000019
1907,2454994.1007270003,0.999784
1908,2454994.121162,0.9998959999999999
1909,2454994.1415959997,0.9998040000000001
1910,2454994.16203,0.9999020000000001
1911,2454994.182465,
1912,2454994.202899,
1913,2454994.223334,0.9999629999999999
1914,2454994.264203,1.000174
1915,2454994.284637,0.9999629999999999
1916,2454994.3050720003,0.9999
1917,2454994.3255060003,0.9999709999999999
1918,2454994.3459400004,1.0000360000000001
1919,2454994.366375,
1920,2454994.386809,0.9999950000000001
1921,2454994.4072439997,
1922,2454994.4276779997,0.999972
1923,2454994.448113,
1924,2454994.468547,
1925,2454994.488981,
1926,2454994.509416,0.999775
1927,2454994.52985,0.999927
1928,2454994.550285,0.9999709999999999
1929,2454994.570719,
1930,2454994.5911540003,0.9999549999999999
1931,2454994.6115880003,
1932,2454994.632022,0.999704
1933,2454994.6524569998,0.999974
1934,2454994.672891,0.999944
1935,2454994.6933259997,0.9998670000000001
1936,2454994.7137599997,1.000081
1937,2454994.734195,0.999975
1938,2454994.754629,0.9999120000000001
1939,2454994.775064,0.9999389999999999
1940,2454994.795498,1.0001120000000001
1941,2454994.815932,
1942,2454994.836367,1.000035
1943,2454994.856801,1.000119
1944,2454994.8772360003,0.9999600000000001
1945,2454994.89767,0.999969
1946,2454994.9181049997,0.999941
1947,2454994.9385389998,0.999964
1948,2454994.958973,
1949,2454994.979408,1.000066
1950,2454994.9998419997,1.000066
1951,2454995.020277,1.0000850000000001
1952,2454995.040711,0.9998319999999999
1953,2454995.061146,0.999885
1954,2454995.08158,1.000062
1955,2454995.1020150003,0.999975
1956,2454995.1224490004,1.000008
1957,2454995.142883,0.999934
1958,2454995.163318,0.9998819999999999
1959,2454995.183752,0.9999709999999999
1960,2454995.2041869997,0.9998520000000001
1961,2454995.224621,1.000002
1962,2454995.245056,1.000081
1963,2454995.26549,1.000148
1964,2454995.285924,0.9998299999999999
1965,2454995.306359,1.0000229999999999
1966,2454995.326793,
1967,2454995.347228,1.00014
1968,2454995.367662,
1969,2454995.3880970003,0.999848
1970,2454995.408531,
1971,2454995.428965,0.999767
1972,2454995.4494,0.9998440000000001
1973,2454995.469834,1.000181
1974,2454995.4902689997,1.0000120000000001
1975,2454995.510703,
1976,2454995.531137,0.999923
1977,2454995.551571,0.9999309999999999
1978,2454995.572006,1.0001120000000001
1979,2454995.5924400003,
1980,2454995.612875,0.999927
1981,2454995.633309,0.9999120000000001
1982,2454995.653744,
1983,2454995.674178,0.9998959999999999
1984,2454995.694613,0.999927
1985,2454995.715047,
1986,2454995.735481,
1987,2454995.755916,
1988,2454995.77635,1.000001
1989,2454995.796785,0.999825
1990,2454995.817219,0.999957
1991,2454995.837654,1.000054
1992,2454995.858088,1.00004
1993,2454995.8785220003,
1994,2454995.898957,0.999966
1995,2454995.919391,0.999992
1996,2454995.939826,
1997,2454995.96026,1.0000639999999998
1998,2454995.980695,1.000073
1999,2454996.001129,
2000,2454996.021563,0.9999030000000001
2001,2454996.041998,0.999775
2002,2454996.062432,0.9999459999999999
2003,2454996.082867,0.999873
2004,2454996.103301,
2005,2454996.123736,1.000103
2006,2454996.14417,1.000046
2007,2454996.1646040003,
2008,2454996.185039,1.0001520000000002
2009,2454996.205473,0.999976
2010,2454996.225908,0.999975
2011,2454996.2463419996,
2012,2454996.266777,0.9998360000000001
2013,2454996.287211,0.9995940000000001
2014,2454996.307646,0.999922
2015,2454996.32808,0.99975
2016,2454996.348514,0.9998870000000001
2017,2454996.3689490003,1.000033
2018,2454996.3893830003,
2019,2454996.409818,0.999928
2020,2454996.430252,0.9999889999999999
2021,2454996.4506860003,0.99985
2022,2454996.471121,1.000053
2023,2454996.4915549997,
2024,2454996.51199,0.993951
2025,2454996.532424,
2026,2454996.552859,0.992763
2027,2454996.573293,0.992525
2028,2454996.593728,0.992542
2029,2454996.614162,0.992582
2030,2454996.634597,0.992976
2031,2454996.6550310003,0.9932489999999999
2032,2454996.6754650003,0.9949969999999999
2033,2454996.6959,0.999556
2034,2454996.716334,0.999959
2035,2454996.736769,1.0000209999999998
2036,2454996.7572029997,
2037,2454996.777638,0.9999290000000001
2038,2454996.798072,0.9999049999999999
2039,2454996.818506,1.000124
2040,2454996.838941,0.999919
2041,2454996.859375,
2042,2454996.87981,0.999978
2043,2454996.900244,
2044,2454996.920679,0.999967
2045,2454996.9411130003,0.999975
2046,2454996.9615470003,0.999948
2047,2454996.981982,1.00003
2048,2454997.002416,0.999983
2049,2454997.0228509996,0.999893
2050,2454997.0432849997,0.999935
2051,2454997.06372,0.999921
2052,2454997.084154,0.999792
2053,2454997.104589,0.999717
2054,2454997.125023,0.999977
2055,2454997.145457,0.9999450000000001
2056,2454997.165892,1.0000950000000002
2057,2454997.186326,1.000033
2058,2454997.206761,0.9999049999999999
2059,2454997.247629,
2060,2454997.2680639997,1.000167
2061,2454997.288498,1.0001440000000001
2062,2454997.308933,1.000105
2063,2454997.3293669997,
2064,2454997.349802,0.999907
2065,2454997.370236,1.000057
2066,2454997.390671,
2067,2454997.411105,1.0
2068,2454997.431539,1.000114
2069,2454997.4519740003,0.9998610000000001
2070,2454997.4724080004,
2071,2454997.492843,1.0000120000000001
2072,2454997.513277,0.9997879999999999
2073,2454997.533712,1.000058
2074,2454997.5541459997,1.000086
2075,2454997.57458,0.9999899999999999
2076,2454997.595015,0.999866
2077,2454997.615449,0.999662
2078,2454997.635884,0.999923
2079,2454997.656318,0.9999030000000001
2080,2454997.676753,1.000005
2081,2454997.697187,0.999942
2082,2454997.7176220003,
2083,2454997.7380560003,0.999856
2084,2454997.75849,0.999858
2085,2454997.778925,0.9998879999999999
2086,2454997.799359,1.000084
2087,2454997.8197939997,
2088,2454997.8402279997,0.9999180000000001
2089,2454997.860663,0.999984
2090,2454997.881097,0.99998
2091,2454997.901531,1.0000360000000001
2092,2454997.921966,0.999916
2093,2454997.9424,0.999862
2094,2454997.962835,0.999869
2095,2454997.983269,0.999975
